id,Extrovert
18688,0.032315757
18689,0.9890309
18690,0.98825836
18691,0.99278426
18692,0.9706052
18693,0.026383327
18694,0.9927004
18695,0.9648616
18696,0.03376673
18697,0.075841784
18698,0.0313487
18699,0.042782985
18700,0.9924388
18701,0.007523331
18702,0.990917
18703,0.97282946
18704,0.9809747
18705,0.01580732
18706,0.97742885
18707,0.044441182
18708,0.92492384
18709,0.9899962
18710,0.99076664
18711,0.047199637
18712,0.9882826
18713,0.9954788
18714,0.9817899
18715,0.9862959
18716,0.97264594
18717,0.99032885
18718,0.022115445
18719,0.06524129
18720,0.032638125
18721,0.95694834
18722,0.9723602
18723,0.99348587
18724,0.07515088
18725,0.029618481
18726,0.9848031
18727,0.9934436
18728,0.07421666
18729,0.055882268
18730,0.9861676
18731,0.9810652
18732,0.98982763
18733,0.9813106
18734,0.023508161
18735,0.97215515
18736,0.968254
18737,0.99416685
18738,0.04568938
18739,0.9747322
18740,0.93954414
18741,0.9780056
18742,0.9671623
18743,0.992968
18744,0.9708608
18745,0.10327338
18746,0.048698734
18747,0.034969594
18748,0.9804836
18749,0.96650875
18750,0.9552634
18751,0.9816745
18752,0.98990494
18753,0.96970075
18754,0.7918348
18755,0.0148294745
18756,0.9919703
18757,0.76094216
18758,0.07239603
18759,0.99282527
18760,0.99226063
18761,0.977523
18762,0.97387505
18763,0.9426538
18764,0.9805283
18765,0.060688168
18766,0.05211774
18767,0.99517524
18768,0.99248064
18769,0.02274751
18770,0.9019518
18771,0.9896199
18772,0.9628627
18773,0.9855198
18774,0.9929981
18775,0.9876751
18776,0.99079216
18777,0.041722596
18778,0.9883591
18779,0.99221766
18780,0.984435
18781,0.9623377
18782,0.987739
18783,0.98441285
18784,0.97899663
18785,0.9902047
18786,0.9645514
18787,0.11491652
18788,0.020868177
18789,0.9925034
18790,0.04747468
18791,0.9889254
18792,0.99485415
18793,0.97198313
18794,0.98343927
18795,0.9867291
18796,0.9617525
18797,0.98825014
18798,0.9887038
18799,0.01921629
18800,0.97305906
18801,0.056702994
18802,0.9823115
18803,0.9924672
18804,0.029102396
18805,0.03497753
18806,0.97906244
18807,0.9906843
18808,0.9899485
18809,0.9848682
18810,0.97599334
18811,0.98531973
18812,0.95753115
18813,0.98892105
18814,0.9851248
18815,0.98848605
18816,0.039105017
18817,0.9715356
18818,0.97789985
18819,0.98414683
18820,0.9693368
18821,0.98489666
18822,0.06817246
18823,0.97327393
18824,0.9756724
18825,0.9928356
18826,0.9911179
18827,0.9843742
18828,0.9834843
18829,0.9940621
18830,0.9907093
18831,0.06544307
18832,0.9714125
18833,0.97690636
18834,0.99354243
18835,0.049367547
18836,0.9907197
18837,0.98473513
18838,0.9847103
18839,0.9829795
18840,0.019541213
18841,0.9959026
18842,0.013497349
18843,0.97519284
18844,0.9790182
18845,0.007788731
18846,0.98905957
18847,0.96979666
18848,0.96829915
18849,0.99156946
18850,0.079296395
18851,0.962284
18852,0.9887533
18853,0.9873563
18854,0.9883547
18855,0.98586684
18856,0.98603046
18857,0.03706661
18858,0.9832253
18859,0.96629167
18860,0.9840151
18861,0.9830306
18862,0.9841224
18863,0.9879941
18864,0.06753037
18865,0.9888604
18866,0.9910255
18867,0.98128796
18868,0.9915236
18869,0.9906502
18870,0.97202164
18871,0.9666734
18872,0.09767868
18873,0.99144894
18874,0.049200796
18875,0.96980256
18876,0.8058088
18877,0.9897481
18878,0.92936766
18879,0.022576744
18880,0.9773761
18881,0.9556595
18882,0.9920769
18883,0.06331471
18884,0.957547
18885,0.049054306
18886,0.99069643
18887,0.12438987
18888,0.94876635
18889,0.9863724
18890,0.060260344
18891,0.9870553
18892,0.9593128
18893,0.975176
18894,0.98606604
18895,0.9716414
18896,0.9906494
18897,0.98874986
18898,0.98883283
18899,0.99132395
18900,0.9798053
18901,0.9959623
18902,0.056441586
18903,0.9887455
18904,0.03192773
18905,0.98732215
18906,0.010054997
18907,0.9365488
18908,0.018055484
18909,0.06768968
18910,0.9784466
18911,0.046330545
18912,0.9914095
18913,0.9849199
18914,0.98332745
18915,0.9766024
18916,0.94658285
18917,0.951397
18918,0.9883294
18919,0.018845972
18920,0.9904812
18921,0.07326805
18922,0.9942677
18923,0.049137972
18924,0.99411666
18925,0.07970426
18926,0.08163535
18927,0.07946698
18928,0.052938245
18929,0.9756153
18930,0.97641706
18931,0.9880441
18932,0.02290421
18933,0.022529153
18934,0.9904563
18935,0.9925256
18936,0.92505515
18937,0.9913128
18938,0.98068625
18939,0.036213506
18940,0.99135065
18941,0.04018119
18942,0.9820671
18943,0.03412532
18944,0.08911611
18945,0.9779247
18946,0.94958615
18947,0.048633844
18948,0.9792845
18949,0.109290205
18950,0.9702579
18951,0.993385
18952,0.05052665
18953,0.034360968
18954,0.95426285
18955,0.99538475
18956,0.030057052
18957,0.0040540723
18958,0.98276997
18959,0.98832613
18960,0.9757858
18961,0.98699284
18962,0.9913277
18963,0.02373163
18964,0.9783678
18965,0.9705391
18966,0.018447457
18967,0.9695952
18968,0.98676294
18969,0.9734084
18970,0.9888215
18971,0.04517195
18972,0.108527176
18973,0.08079518
18974,0.9903993
18975,0.9789458
18976,0.9843344
18977,0.5728049
18978,0.98866755
18979,0.9002043
18980,0.9942472
18981,0.033480212
18982,0.05067494
18983,0.005236419
18984,0.04629994
18985,0.8903073
18986,0.9866968
18987,0.9631531
18988,0.9743017
18989,0.98134685
18990,0.9813146
18991,0.9874106
18992,0.9778225
18993,0.05947636
18994,0.9787169
18995,0.9582129
18996,0.9733617
18997,0.99141055
18998,0.014119885
18999,0.056435216
19000,0.9855929
19001,0.99060225
19002,0.98619103
19003,0.03992671
19004,0.98666525
19005,0.99167776
19006,0.96208733
19007,0.079932824
19008,0.9767046
19009,0.95027244
19010,0.98233044
19011,0.045972407
19012,0.97454643
19013,0.9801792
19014,0.98397726
19015,0.9892324
19016,0.9834886
19017,0.04320991
19018,0.99042666
19019,0.059958186
19020,0.9882565
19021,0.9941638
19022,0.99096525
19023,0.9944289
19024,0.9864579
19025,0.9919233
19026,0.9849523
19027,0.9846538
19028,0.97910154
19029,0.9810879
19030,0.06897093
19031,0.98896873
19032,0.09417477
19033,0.98783755
19034,0.968648
19035,0.9912515
19036,0.95261514
19037,0.044516694
19038,0.045725986
19039,0.93366253
19040,0.98480564
19041,0.9875042
19042,0.035748053
19043,0.07481274
19044,0.9763307
19045,0.9963774
19046,0.9904895
19047,0.9918188
19048,0.99354446
19049,0.045707554
19050,0.9797569
19051,0.028406162
19052,0.96732336
19053,0.9954509
19054,0.054656975
19055,0.08826889
19056,0.9707581
19057,0.99037445
19058,0.9479896
19059,0.99145526
19060,0.9760232
19061,0.9796317
19062,0.9877628
19063,0.9854822
19064,0.9496296
19065,0.9783909
19066,0.071379304
19067,0.96919256
19068,0.95565766
19069,0.98050904
19070,0.9864695
19071,0.9938069
19072,0.020390678
19073,0.9722901
19074,0.97922486
19075,0.9896554
19076,0.97834307
19077,0.974877
19078,0.9923975
19079,0.9879973
19080,0.9859555
19081,0.98086643
19082,0.98593485
19083,0.98672837
19084,0.97490215
19085,0.9516384
19086,0.97475475
19087,0.058431283
19088,0.9942399
19089,0.04698558
19090,0.98407274
19091,0.9925634
19092,0.010352312
19093,0.9921293
19094,0.9727182
19095,0.98658204
19096,0.03178044
19097,0.034987368
19098,0.048558462
19099,0.9914089
19100,0.9926192
19101,0.96801156
19102,0.9782194
19103,0.97352093
19104,0.98556894
19105,0.06441317
19106,0.019078633
19107,0.96588993
19108,0.93870753
19109,0.9817338
19110,0.97081226
19111,0.95574474
19112,0.02649188
19113,0.9647835
19114,0.9795599
19115,0.98621535
19116,0.98757577
19117,0.97454697
19118,0.97543687
19119,0.012791392
19120,0.03513798
19121,0.9773317
19122,0.027979257
19123,0.9754774
19124,0.9907623
19125,0.9844785
19126,0.97536886
19127,0.9892023
19128,0.8828309
19129,0.98016787
19130,0.9957644
19131,0.97674555
19132,0.97881246
19133,0.061632823
19134,0.9801666
19135,0.038026787
19136,0.9597315
19137,0.9918513
19138,0.96176845
19139,0.98026043
19140,0.9697827
19141,0.9760928
19142,0.05161109
19143,0.018057026
19144,0.983639
19145,0.98094386
19146,0.9952348
19147,0.9955787
19148,0.9578909
19149,0.97864574
19150,0.99219465
19151,0.977128
19152,0.9668133
19153,0.9780205
19154,0.98859966
19155,0.053604793
19156,0.9621059
19157,0.9582278
19158,0.06728415
19159,0.9794215
19160,0.9893841
19161,0.9927543
19162,0.9976731
19163,0.9909148
19164,0.9903467
19165,0.96094185
19166,0.9751012
19167,0.9632174
19168,0.97503555
19169,0.97942334
19170,0.0296474
19171,0.98978806
19172,0.97778237
19173,0.03483569
19174,0.99234664
19175,0.9899929
19176,0.029336702
19177,0.05852951
19178,0.99164915
19179,0.107954204
19180,0.07078307
19181,0.15703797
19182,0.98833627
19183,0.97471386
19184,0.038011294
19185,0.08552738
19186,0.9669531
19187,0.98894566
19188,0.99137735
19189,0.970948
19190,0.019386414
19191,0.9806667
19192,0.9665941
19193,0.051884767
19194,0.976752
19195,0.9745224
19196,0.9894713
19197,0.9929022
19198,0.9796031
19199,0.037622135
19200,0.99091196
19201,0.992716
19202,0.9846293
19203,0.96534616
19204,0.97812426
19205,0.9759729
19206,0.055726726
19207,0.049045097
19208,0.98086756
19209,0.9900994
19210,0.058432024
19211,0.98058003
19212,0.9790204
19213,0.99175924
19214,0.984809
19215,0.979362
19216,0.99152786
19217,0.9834419
19218,0.078326225
19219,0.98805714
19220,0.992473
19221,0.9855883
19222,0.9729706
19223,0.99081826
19224,0.9070765
19225,0.0057199183
19226,0.9776254
19227,0.9918134
19228,0.053321503
19229,0.9602267
19230,0.98966086
19231,0.9881343
19232,0.9833966
19233,0.9952791
19234,0.94873226
19235,0.988862
19236,0.9915924
19237,0.96962756
19238,0.9970216
19239,0.9664715
19240,0.032874193
19241,0.9848777
19242,0.9001767
19243,0.9794118
19244,0.058918722
19245,0.98077685
19246,0.10801522
19247,0.9854938
19248,0.98181057
19249,0.9908924
19250,0.94641936
19251,0.081999205
19252,0.9736169
19253,0.96019816
19254,0.99378914
19255,0.99229276
19256,0.9882555
19257,0.08510588
19258,0.97801113
19259,0.97917444
19260,0.96736556
19261,0.98064834
19262,0.9876966
19263,0.9792284
19264,0.9926743
19265,0.98098695
19266,0.01206488
19267,0.9733103
19268,0.988262
19269,0.9913277
19270,0.9805212
19271,0.06328127
19272,0.07349162
19273,0.06650239
19274,0.059022646
19275,0.041788973
19276,0.9637077
19277,0.9545667
19278,0.99340993
19279,0.98247784
19280,0.99107176
19281,0.03264026
19282,0.99133426
19283,0.9791804
19284,0.9507819
19285,0.9819021
19286,0.9613158
19287,0.010054997
19288,0.98859906
19289,0.018094672
19290,0.98798114
19291,0.016566612
19292,0.7323263
19293,0.9485912
19294,0.97519875
19295,0.99265397
19296,0.98969007
19297,0.9644252
19298,0.071743555
19299,0.032932594
19300,0.9926636
19301,0.98189193
19302,0.9753209
19303,0.050619293
19304,0.9674658
19305,0.9763307
19306,0.99419075
19307,0.055600256
19308,0.9894019
19309,0.045955576
19310,0.98750764
19311,0.013625077
19312,0.99659985
19313,0.9899873
19314,0.94973046
19315,0.04429781
19316,0.99523973
19317,0.97274864
19318,0.99438006
19319,0.98271954
19320,0.9824143
19321,0.9818625
19322,0.9894645
19323,0.9642866
19324,0.9913742
19325,0.98518735
19326,0.98593974
19327,0.97669744
19328,0.9921737
19329,0.045701463
19330,0.99506974
19331,0.98058563
19332,0.98587835
19333,0.976655
19334,0.9786416
19335,0.9842104
19336,0.96736497
19337,0.96355027
19338,0.9854091
19339,0.080590986
19340,0.9924117
19341,0.95641816
19342,0.056255013
19343,0.9860859
19344,0.97240746
19345,0.98196894
19346,0.9910704
19347,0.98914295
19348,0.98216033
19349,0.9533131
19350,0.9822291
19351,0.96263164
19352,0.9635413
19353,0.98420864
19354,0.9631618
19355,0.061497778
19356,0.9586858
19357,0.048462413
19358,0.05379331
19359,0.96974206
19360,0.070607096
19361,0.9882861
19362,0.953858
19363,0.9485415
19364,0.99135756
19365,0.080739856
19366,0.98589003
19367,0.94343084
19368,0.026015962
19369,0.988187
19370,0.93604493
19371,0.019263573
19372,0.047353685
19373,0.97838175
19374,0.993089
19375,0.9891461
19376,0.020481661
19377,0.9876395
19378,0.077200375
19379,0.98982155
19380,0.086662725
19381,0.9707143
19382,0.990489
19383,0.030127864
19384,0.9891756
19385,0.060265917
19386,0.12987451
19387,0.029092535
19388,0.9791078
19389,0.04584297
19390,0.073441364
19391,0.9804339
19392,0.9766168
19393,0.04042642
19394,0.9681664
19395,0.98136926
19396,0.085520566
19397,0.9919716
19398,0.032893643
19399,0.9896303
19400,0.9859023
19401,0.9902406
19402,0.9932986
19403,0.9769742
19404,0.98787296
19405,0.021782456
19406,0.9867923
19407,0.99141747
19408,0.9512509
19409,0.9948019
19410,0.9204641
19411,0.0517123
19412,0.04632843
19413,0.010857826
19414,0.9763307
19415,0.985413
19416,0.9628211
19417,0.12729654
19418,0.98540837
19419,0.04172001
19420,0.05582028
19421,0.97072786
19422,0.01783151
19423,0.963923
19424,0.98820925
19425,0.98819333
19426,0.9534673
19427,0.98573864
19428,0.034720592
19429,0.035511818
19430,0.9704579
19431,0.9905882
19432,0.99330306
19433,0.9853119
19434,0.038169075
19435,0.98343486
19436,0.9884688
19437,0.9766168
19438,0.049236204
19439,0.049216803
19440,0.9863499
19441,0.9885224
19442,0.9880413
19443,0.9867532
19444,0.08037816
19445,0.9883713
19446,0.9962035
19447,0.9690318
19448,0.9863101
19449,0.94384897
19450,0.04749683
19451,0.9686571
19452,0.98966855
19453,0.990935
19454,0.9538257
19455,0.98489064
19456,0.03487306
19457,0.97511643
19458,0.9740272
19459,0.98958963
19460,0.98567396
19461,0.99042636
19462,0.03600929
19463,0.97490984
19464,0.9625836
19465,0.97263676
19466,0.9812893
19467,0.103206076
19468,0.9831806
19469,0.056920778
19470,0.96977633
19471,0.027416117
19472,0.08516729
19473,0.034063347
19474,0.98864156
19475,0.05954059
19476,0.9889337
19477,0.94238645
19478,0.9880426
19479,0.03955162
19480,0.99343336
19481,0.9881315
19482,0.43149233
19483,0.029680299
19484,0.98578423
19485,0.9517586
19486,0.990576
19487,0.97582734
19488,0.99039406
19489,0.981557
19490,0.98219943
19491,0.9846542
19492,0.99178785
19493,0.98334897
19494,0.9897126
19495,0.9701811
19496,0.98173106
19497,0.95837593
19498,0.9773008
19499,0.99131715
19500,0.9677421
19501,0.9921814
19502,0.05893308
19503,0.04150426
19504,0.9849086
19505,0.97937506
19506,0.98544276
19507,0.027646419
19508,0.03521481
19509,0.9313462
19510,0.9798181
19511,0.9636933
19512,0.9747791
19513,0.0146656595
19514,0.97885484
19515,0.9807808
19516,0.99188167
19517,0.98234403
19518,0.9917733
19519,0.024298312
19520,0.9751507
19521,0.97825897
19522,0.9427668
19523,0.97319615
19524,0.9872773
19525,0.9772773
19526,0.9897064
19527,0.97747266
19528,0.98210514
19529,0.07682104
19530,0.028847547
19531,0.07037487
19532,0.022687437
19533,0.9884356
19534,0.9911177
19535,0.96880394
19536,0.9819626
19537,0.98076606
19538,0.9684713
19539,0.9856451
19540,0.078191094
19541,0.9971916
19542,0.99060434
19543,0.98254263
19544,0.9923625
19545,0.0837218
19546,0.052208662
19547,0.98711944
19548,0.98814607
19549,0.9913932
19550,0.98636717
19551,0.9926763
19552,0.98409754
19553,0.98874474
19554,0.9730972
19555,0.96375626
19556,0.9918488
19557,0.9852387
19558,0.023208862
19559,0.044364043
19560,0.9813913
19561,0.9589816
19562,0.95526415
19563,0.017575484
19564,0.9855635
19565,0.97980464
19566,0.9912867
19567,0.019023024
19568,0.03746471
19569,0.01913281
19570,0.99438196
19571,0.0313734
19572,0.9795074
19573,0.98464465
19574,0.9533101
19575,0.9637232
19576,0.9911867
19577,0.9849523
19578,0.9831881
19579,0.037187587
19580,0.9871155
19581,0.9767445
19582,0.0077190017
19583,0.8954965
19584,0.019631734
19585,0.9726334
19586,0.052469663
19587,0.96210676
19588,0.9942748
19589,0.9797579
19590,0.9793291
19591,0.9878535
19592,0.9922008
19593,0.9306014
19594,0.9797647
19595,0.98499215
19596,0.049285572
19597,0.9665687
19598,0.059550896
19599,0.9751443
19600,0.9827323
19601,0.9854719
19602,0.9932261
19603,0.9863042
19604,0.98156446
19605,0.97267175
19606,0.98233324
19607,0.99309087
19608,0.9891229
19609,0.98817295
19610,0.9939605
19611,0.99238753
19612,0.44248438
19613,0.9861314
19614,0.9911437
19615,0.046531364
19616,0.9889292
19617,0.97402066
19618,0.98839414
19619,0.9908602
19620,0.9659909
19621,0.97730005
19622,0.97164637
19623,0.98499215
19624,0.9880117
19625,0.98576176
19626,0.9890911
19627,0.979545
19628,0.96282756
19629,0.028189696
19630,0.9832507
19631,0.962974
19632,0.9853166
19633,0.9912917
19634,0.12167097
19635,0.9857062
19636,0.042884763
19637,0.97500515
19638,0.9754297
19639,0.06622488
19640,0.9697827
19641,0.9894476
19642,0.043584973
19643,0.9850868
19644,0.9713746
19645,0.033539083
19646,0.032347385
19647,0.07355855
19648,0.9908121
19649,0.9917082
19650,0.98148626
19651,0.98434097
19652,0.9900849
19653,0.9883152
19654,0.99141425
19655,0.99108547
19656,0.970533
19657,0.99259984
19658,0.99450135
19659,0.0155005185
19660,0.99249786
19661,0.046282154
19662,0.031011516
19663,0.03604497
19664,0.07850431
19665,0.98193467
19666,0.989949
19667,0.9726405
19668,0.06341646
19669,0.9724665
19670,0.9879738
19671,0.9813312
19672,0.96470004
19673,0.9934662
19674,0.98829097
19675,0.9810207
19676,0.98332095
19677,0.9912753
19678,0.99039686
19679,0.99225026
19680,0.9741794
19681,0.98832476
19682,0.98946625
19683,0.99296993
19684,0.980911
19685,0.9427668
19686,0.96410906
19687,0.97098976
19688,0.98807365
19689,0.9887748
19690,0.9935643
19691,0.02275141
19692,0.97482365
19693,0.11894686
19694,0.97513324
19695,0.9731426
19696,0.9574716
19697,0.9136119
19698,0.9907941
19699,0.024705345
19700,0.9616824
19701,0.9737932
19702,0.99635506
19703,0.059619524
19704,0.8749128
19705,0.98172414
19706,0.97564054
19707,0.9414859
19708,0.9716172
19709,0.9795671
19710,0.98711187
19711,0.039367184
19712,0.9921737
19713,0.032644976
19714,0.9900213
19715,0.9951375
19716,0.98155147
19717,0.93983036
19718,0.9752643
19719,0.97496694
19720,0.9891271
19721,0.98661685
19722,0.9690175
19723,0.9833083
19724,0.081720345
19725,0.041623875
19726,0.9601211
19727,0.99422777
19728,0.9879006
19729,0.11827097
19730,0.99175465
19731,0.027916014
19732,0.026357178
19733,0.9659529
19734,0.99120104
19735,0.9785809
19736,0.056605898
19737,0.98253375
19738,0.0362939
19739,0.98167026
19740,0.9738989
19741,0.012382053
19742,0.9919579
19743,0.9933721
19744,0.99179417
19745,0.988214
19746,0.10529804
19747,0.9717248
19748,0.97397316
19749,0.9747151
19750,0.99303776
19751,0.022780364
19752,0.99227494
19753,0.98631525
19754,0.9869211
19755,0.96974856
19756,0.98169506
19757,0.9888362
19758,0.97718036
19759,0.9735522
19760,0.016103268
19761,0.97094166
19762,0.0347776
19763,0.9659136
19764,0.045180034
19765,0.98147166
19766,0.98880416
19767,0.9840937
19768,0.23169038
19769,0.9875097
19770,0.98043776
19771,0.045985438
19772,0.9895762
19773,0.09045196
19774,0.6321527
19775,0.9911867
19776,0.97586924
19777,0.9927004
19778,0.9898503
19779,0.029232891
19780,0.022277828
19781,0.99193716
19782,0.027909117
19783,0.033165302
19784,0.98008716
19785,0.9858974
19786,0.022789864
19787,0.020022094
19788,0.9251602
19789,0.9692404
19790,0.051813085
19791,0.9874593
19792,0.985457
19793,0.11881189
19794,0.9792837
19795,0.9945893
19796,0.018854318
19797,0.9113787
19798,0.060238436
19799,0.9890409
19800,0.9879852
19801,0.98503983
19802,0.9853543
19803,0.9674317
19804,0.038437065
19805,0.9923339
19806,0.9890177
19807,0.9887371
19808,0.97585016
19809,0.9582078
19810,0.9818293
19811,0.99706715
19812,0.974935
19813,0.94551635
19814,0.9664464
19815,0.96466917
19816,0.1187724
19817,0.9850026
19818,0.9831449
19819,0.98231816
19820,0.9670856
19821,0.9796903
19822,0.9894716
19823,0.98030305
19824,0.9959403
19825,0.9756144
19826,0.058567584
19827,0.9868606
19828,0.02602025
19829,0.99351007
19830,0.9737298
19831,0.9879637
19832,0.9905849
19833,0.99123293
19834,0.9811854
19835,0.9963871
19836,0.98911464
19837,0.9896653
19838,0.035288885
19839,0.9760541
19840,0.9906537
19841,0.04736442
19842,0.9880547
19843,0.078333095
19844,0.9813541
19845,0.96910244
19846,0.9829328
19847,0.039667103
19848,0.99155796
19849,0.11971621
19850,0.9914691
19851,0.9850567
19852,0.96315455
19853,0.078591935
19854,0.9933248
19855,0.9849304
19856,0.019944353
19857,0.01790894
19858,0.99126256
19859,0.08996681
19860,0.053504452
19861,0.98985696
19862,0.9842806
19863,0.9704955
19864,0.043059055
19865,0.99079823
19866,0.9900045
19867,0.97860944
19868,0.96298736
19869,0.034976773
19870,0.9951407
19871,0.97795576
19872,0.9917223
19873,0.9907025
19874,0.01232949
19875,0.058954403
19876,0.8392974
19877,0.028211698
19878,0.036888056
19879,0.011653242
19880,0.9785528
19881,0.07262966
19882,0.98869777
19883,0.9588589
19884,0.004314465
19885,0.99229056
19886,0.039341386
19887,0.9859918
19888,0.9750337
19889,0.9705284
19890,0.034824185
19891,0.978022
19892,0.98209286
19893,0.9904394
19894,0.9660335
19895,0.98962396
19896,0.9602785
19897,0.9724826
19898,0.981526
19899,0.96788186
19900,0.992105
19901,0.9840216
19902,0.993782
19903,0.9916256
19904,0.99083626
19905,0.97407496
19906,0.98597854
19907,0.9865818
19908,0.99085146
19909,0.98306733
19910,0.022268077
19911,0.9914034
19912,0.96669376
19913,0.9865413
19914,0.99230546
19915,0.98286325
19916,0.9867049
19917,0.9818895
19918,0.96806496
19919,0.062114693
19920,0.99350584
19921,0.9843539
19922,0.96054584
19923,0.97481936
19924,0.12534219
19925,0.9829505
19926,0.9914573
19927,0.9794581
19928,0.06216627
19929,0.042163245
19930,0.98132795
19931,0.9769618
19932,0.0298318
19933,0.9845924
19934,0.9593922
19935,0.058269102
19936,0.019142538
19937,0.9873541
19938,0.96811545
19939,0.02514543
19940,0.9842227
19941,0.9811303
19942,0.9707154
19943,0.98689705
19944,0.060819916
19945,0.048187606
19946,0.018837184
19947,0.08136453
19948,0.9399049
19949,0.98693955
19950,0.9851576
19951,0.9767122
19952,0.96962476
19953,0.96066076
19954,0.9833914
19955,0.99308723
19956,0.015142436
19957,0.87991875
19958,0.9870646
19959,0.02481188
19960,0.042982906
19961,0.98716754
19962,0.9476014
19963,0.98325795
19964,0.9933369
19965,0.99008054
19966,0.981361
19967,0.9902901
19968,0.9509188
19969,0.968228
19970,0.9817059
19971,0.9770175
19972,0.026996572
19973,0.9891857
19974,0.9693136
19975,0.97965646
19976,0.9828435
19977,0.99203074
19978,0.017964417
19979,0.97829926
19980,0.991359
19981,0.9911867
19982,0.9727297
19983,0.96591747
19984,0.993375
19985,0.9586344
19986,0.017021677
19987,0.99152046
19988,0.0813676
19989,0.9903819
19990,0.9905956
19991,0.9728274
19992,0.97329944
19993,0.99480164
19994,0.044544272
19995,0.99199206
19996,0.9783393
19997,0.03080515
19998,0.9844205
19999,0.06781963
20000,0.060739268
20001,0.21856947
20002,0.9879693
20003,0.97003907
20004,0.031655896
20005,0.990551
20006,0.9616613
20007,0.9780767
20008,0.9775279
20009,0.09087103
20010,0.9775654
20011,0.03778314
20012,0.99297196
20013,0.98828995
20014,0.9928243
20015,0.04041875
20016,0.036950387
20017,0.44967535
20018,0.06189107
20019,0.020817483
20020,0.0600503
20021,0.97786033
20022,0.9913317
20023,0.9891321
20024,0.9814808
20025,0.9691384
20026,0.9788175
20027,0.9814057
20028,0.9901788
20029,0.9647786
20030,0.9893211
20031,0.9841727
20032,0.99449486
20033,0.19997233
20034,0.9811389
20035,0.98647076
20036,0.026834186
20037,0.9905199
20038,0.99042714
20039,0.96953815
20040,0.9890843
20041,0.9883239
20042,0.961529
20043,0.98291737
20044,0.9932615
20045,0.1401408
20046,0.057119146
20047,0.05336557
20048,0.050019924
20049,0.046153355
20050,0.9861951
20051,0.04741913
20052,0.9687556
20053,0.9894126
20054,0.03650952
20055,0.9724191
20056,0.995076
20057,0.06817246
20058,0.98597705
20059,0.024078544
20060,0.9832103
20061,0.9476014
20062,0.9929483
20063,0.9808638
20064,0.04714697
20065,0.98328227
20066,0.98509073
20067,0.031584892
20068,0.03898953
20069,0.046045046
20070,0.96617603
20071,0.0724249
20072,0.052915897
20073,0.9837997
20074,0.9927462
20075,0.041565593
20076,0.96451104
20077,0.9668719
20078,0.9768411
20079,0.9776628
20080,0.97699714
20081,0.98095644
20082,0.9744441
