xgb,lgb,cat,id,true_label,mean_pred,std_pred,max_pred,min_pred,range_pred,xgb_class,lgb_class,cat_class,pred_agreement,true_class,consensus_class,label_disagreement,strong_disagreement
0.9939656853675842,0.9878641034864946,0.9873472398148552,19,Extrovert,0.989725676222978,0.003681038599841566,0.9939656853675842,0.9873472398148552,0.0066184455527290575,1,1,1,True,1,1,False,False
0.9951549768447876,0.9958908905813489,0.991888052105481,20,Extrovert,0.9943113065105392,0.0021306134540644028,0.9958908905813489,0.991888052105481,0.004002838475867909,1,1,1,True,1,1,False,False
0.028457190841436386,0.01223780390737598,0.05183135523275865,21,Introvert,0.03084211666052367,0.019904226435881394,0.05183135523275865,0.01223780390737598,0.03959355132538267,0,0,0,True,0,0,False,False
0.0032753916457295418,0.0015542989375998421,0.0026195677904376964,22,Introvert,0.002483086124589027,0.0008686256163209366,0.0032753916457295418,0.0015542989375998421,0.0017210927081296996,0,0,0,True,0,0,False,False
0.98708575963974,0.9940098599905467,0.9882766848144634,23,Extrovert,0.9897907681482501,0.0037020437157397543,0.9940098599905467,0.98708575963974,0.006924100350806706,1,1,1,True,1,1,False,False
0.9980992674827576,0.9987492995493589,0.995232644157157,24,Extrovert,0.9973604037297578,0.0018711376274871884,0.9987492995493589,0.995232644157157,0.0035166553922019173,1,1,1,True,1,1,False,False
0.010865957476198673,0.015558791518599633,0.03367465615284387,25,Introvert,0.020033135049214057,0.012044666718218583,0.03367465615284387,0.010865957476198673,0.022808698676645194,0,0,0,True,0,0,False,False
0.9927846193313599,0.9958465323232444,0.9876847790737847,26,Extrovert,0.9921053102427964,0.004123063139780925,0.9958465323232444,0.9876847790737847,0.008161753249459669,1,1,1,True,1,1,False,False
0.009355863556265831,0.002332762771997489,0.004653993258743718,27,Introvert,0.005447539862335679,0.003578166194512477,0.009355863556265831,0.002332762771997489,0.007023100784268342,0,0,0,True,0,0,False,False
0.9774143695831299,0.9586999281913227,0.9853152543592073,28,Extrovert,0.97380985071122,0.013668881226317955,0.9853152543592073,0.9586999281913227,0.026615326167884645,1,1,1,True,1,1,False,False
0.02276049740612507,0.01438801828277438,0.02400225671987654,29,Introvert,0.020383590802925327,0.0052293076914266615,0.02400225671987654,0.01438801828277438,0.00961423843710216,0,0,0,True,0,0,False,False
0.9865374565124512,0.9670225085737149,0.9742598712095312,30,Extrovert,0.975939945431899,0.009865357839804698,0.9865374565124512,0.9670225085737149,0.019514947938736316,1,1,1,True,1,1,False,False
0.9940999150276184,0.9976198477402728,0.9907874202989483,31,Extrovert,0.9941690610222799,0.0034167385123351664,0.9976198477402728,0.9907874202989483,0.006832427441324507,1,1,1,True,1,1,False,False
0.9839349389076233,0.984496253191996,0.9789943618588797,32,Extrovert,0.9824751846528329,0.0030275177825470935,0.984496253191996,0.9789943618588797,0.005501891333116293,1,1,1,True,1,1,False,False
0.9251128435134888,0.9191222861042234,0.9650214666760343,33,Extrovert,0.9364188654312487,0.02495101787492001,0.9650214666760343,0.9191222861042234,0.04589918057181086,1,1,1,True,1,1,False,False
0.007792453747242689,0.007038021488190754,0.007512246179367541,34,Introvert,0.007447573804933661,0.0003813514066917003,0.007792453747242689,0.007038021488190754,0.0007544322590519355,0,0,0,True,0,0,False,False
0.025923850014805794,0.020437928330150828,0.039789083500163636,35,Introvert,0.02871695394837342,0.009973358200288485,0.039789083500163636,0.020437928330150828,0.019351155170012808,0,0,0,True,0,0,False,False
0.9930498600006104,0.9926300553931379,0.9944201600209308,36,Extrovert,0.993366691804893,0.0009361652838923164,0.9944201600209308,0.9926300553931379,0.0017901046277929433,1,1,1,True,1,1,False,False
0.9952104687690735,0.9909295657454289,0.9910526241627289,37,Extrovert,0.9923975528924105,0.0024368335274294896,0.9952104687690735,0.9909295657454289,0.004280903023644589,1,1,1,True,1,1,False,False
0.9967870712280273,0.9936779211641246,0.9902901953778278,38,Extrovert,0.9935850625899931,0.003249433179697462,0.9967870712280273,0.9902901953778278,0.006496875850199535,1,1,1,True,1,1,False,False
0.9956328272819519,0.9938984446280446,0.9888311285780346,39,Extrovert,0.9927874668293436,0.0035343288000159773,0.9956328272819519,0.9888311285780346,0.006801698703917336,1,1,1,True,1,1,False,False
0.9946998357772827,0.99745252535891,0.9925237726642219,40,Extrovert,0.9948920446001382,0.0024699916912889835,0.99745252535891,0.9925237726642219,0.0049287526946881766,1,1,1,True,1,1,False,False
0.9176215529441833,0.9554551836739319,0.9613002501904334,41,Extrovert,0.9447923289361828,0.023711379159617553,0.9613002501904334,0.9176215529441833,0.043678697246250064,1,1,1,True,1,1,False,False
0.9590989947319031,0.9634414465262698,0.9703715169165954,42,Extrovert,0.9643039860582561,0.005685544822994052,0.9703715169165954,0.9590989947319031,0.011272522184692324,1,1,1,True,1,1,False,False
0.9959838390350342,0.9945599869326015,0.986805163540162,43,Extrovert,0.9924496631692659,0.004939850276032253,0.9959838390350342,0.986805163540162,0.009178675494872168,1,1,1,True,1,1,False,False
0.11128147691488266,0.1194376309106554,0.10033766411570895,44,Introvert,0.110352257313749,0.009583828550864341,0.1194376309106554,0.10033766411570895,0.019099966794946452,0,0,0,True,0,0,False,False
0.983513593673706,0.9907263142538083,0.9820994876834428,45,Extrovert,0.9854464652036524,0.004626827037209072,0.9907263142538083,0.9820994876834428,0.008626826570365509,1,1,1,True,1,1,False,False
0.9970543384552002,0.9942527987731518,0.989802562091493,46,Extrovert,0.9937032331066149,0.0036569908290400026,0.9970543384552002,0.989802562091493,0.0072517763637072186,1,1,1,True,1,1,False,False
0.9788941740989685,0.9945922471105787,0.9831451452648816,47,Extrovert,0.9855438554914763,0.008119281503485294,0.9945922471105787,0.9788941740989685,0.015698073011610192,1,1,1,True,1,1,False,False
0.029165538027882576,0.031830362376716714,0.03765015826369365,48,Introvert,0.032882019556097646,0.004338972488238581,0.03765015826369365,0.029165538027882576,0.008484620235811077,0,0,0,True,0,0,False,False
0.9599239230155945,0.9636747484721648,0.9790889628771293,49,Extrovert,0.9675625447882963,0.010156815857853699,0.9790889628771293,0.9599239230155945,0.01916503986153484,1,1,1,True,1,1,False,False
0.23097868263721466,0.09908369164919296,0.13932751217954886,50,Introvert,0.15646329548865215,0.06759658618706264,0.23097868263721466,0.09908369164919296,0.1318949909880217,0,0,0,True,0,0,False,False
0.9685575366020203,0.9761003284444766,0.9563453728752166,51,Extrovert,0.9670010793072379,0.009969026375164237,0.9761003284444766,0.9563453728752166,0.01975495556925999,1,1,1,True,1,1,False,False
0.993979811668396,0.9983317267688961,0.9896042209959494,52,Extrovert,0.9939719198110805,0.004363758238636026,0.9983317267688961,0.9896042209959494,0.008727505772946786,1,1,1,True,1,1,False,False
0.0656307116150856,0.07700517769347867,0.05447907574449872,53,Introvert,0.065704988351021,0.011263234661014815,0.07700517769347867,0.05447907574449872,0.02252610194897995,0,0,0,True,0,0,False,False
0.03530186414718628,0.009932088873415639,0.0754777450745235,54,Introvert,0.04023723269837514,0.033050365486035176,0.0754777450745235,0.009932088873415639,0.06554565620110786,0,0,0,True,0,0,False,False
0.009309053421020508,0.01351044682035036,0.007458521026337176,55,Introvert,0.01009267375590268,0.0031011283552912095,0.01351044682035036,0.007458521026337176,0.006051925794013184,0,0,0,True,0,0,False,False
0.9934613704681396,0.9980329792976461,0.9871222378730501,56,Extrovert,0.992872195879612,0.005479180105674938,0.9980329792976461,0.9871222378730501,0.010910741424596027,1,1,1,True,1,1,False,False
0.9894128441810608,0.9896310954177527,0.9879291061242989,57,Extrovert,0.9889910152410374,0.0009260921281054174,0.9896310954177527,0.9879291061242989,0.0017019892934538872,1,1,1,True,1,1,False,False
0.04214368760585785,0.019727326477616755,0.02706412498602911,58,Introvert,0.02964504635650124,0.011428874743313507,0.04214368760585785,0.019727326477616755,0.022416361128241094,0,0,0,True,0,0,False,False
0.9976781010627747,0.992442146930019,0.984015653513748,59,Extrovert,0.9913786338355138,0.006893033681486994,0.9976781010627747,0.984015653513748,0.01366244754902668,1,1,1,True,1,1,False,False
0.049385786056518555,0.03547633726539593,0.06590583016462825,60,Introvert,0.050255984495514244,0.015233398948315194,0.06590583016462825,0.03547633726539593,0.030429492899232323,0,0,0,True,0,0,False,False
0.9974682331085205,0.9975956655165135,0.9872702889046304,61,Extrovert,0.9941113958432215,0.005924915008975285,0.9975956655165135,0.9872702889046304,0.010325376611883041,1,1,1,True,1,1,False,False
0.970664381980896,0.978431981596984,0.9697713698594076,62,Extrovert,0.9729559111457625,0.004763389376519289,0.978431981596984,0.9697713698594076,0.008660611737576374,1,1,1,True,1,1,False,False
0.005697408225387335,0.006351745342470269,0.01843230010398856,63,Extrovert,0.010160484557282055,0.0071710695572382846,0.01843230010398856,0.005697408225387335,0.012734891878601225,0,0,0,True,1,0,True,True
0.005555172450840473,0.0029980314099695773,0.014590558565749574,64,Introvert,0.007714587475519875,0.006090482444025475,0.014590558565749574,0.0029980314099695773,0.011592527155779997,0,0,0,True,0,0,False,False
0.026051754131913185,0.02632616017330587,0.04162596091824802,65,Introvert,0.031334625074489024,0.008913614292511609,0.04162596091824802,0.026051754131913185,0.015574206786334838,0,0,0,True,0,0,False,False
0.9720585942268372,0.9853592057186784,0.988054925608293,66,Extrovert,0.9818242418512696,0.008564031268874025,0.988054925608293,0.9720585942268372,0.01599633138145584,1,1,1,True,1,1,False,False
0.9643834829330444,0.9810664102196951,0.9621729357748656,67,Extrovert,0.969207609642535,0.010329326843084774,0.9810664102196951,0.9621729357748656,0.018893474444829472,1,1,1,True,1,1,False,False
0.1376112401485443,0.10359310460769972,0.06939789091185686,68,Introvert,0.10353407855603362,0.03410671292542941,0.1376112401485443,0.06939789091185686,0.06821334923668745,0,0,0,True,0,0,False,False
0.03354761376976967,0.04219980253641967,0.03339920569203089,69,Introvert,0.03638220733274008,0.005038731656358708,0.04219980253641967,0.03339920569203089,0.008800596844388775,0,0,0,True,0,0,False,False
0.9965906143188477,0.9989735698085624,0.9952943391869434,70,Extrovert,0.9969528411047844,0.001866170055247475,0.9989735698085624,0.9952943391869434,0.003679230621619012,1,1,1,True,1,1,False,False
0.9973134398460388,0.9987086080896957,0.9942306777730737,71,Extrovert,0.9967509085696027,0.0022913524516881383,0.9987086080896957,0.9942306777730737,0.004477930316622025,1,1,1,True,1,1,False,False
0.9848935008049011,0.9734434059178758,0.9705498850939884,72,Extrovert,0.9762955972722551,0.007585253756934069,0.9848935008049011,0.9705498850939884,0.014343615710912694,1,1,1,True,1,1,False,False
0.9816508293151855,0.9770252618592484,0.974584332842755,73,Extrovert,0.9777534746723964,0.003589089511929568,0.9816508293151855,0.974584332842755,0.007066496472430517,1,1,1,True,1,1,False,False
0.9960210919380188,0.9959082722067232,0.9942113932563442,74,Extrovert,0.9953802524670287,0.0010138323153973327,0.9960210919380188,0.9942113932563442,0.0018096986816745764,1,1,1,True,1,1,False,False
0.9314488768577576,0.9594223229038928,0.9598880481903975,75,Extrovert,0.9502530826506828,0.016286584713733884,0.9598880481903975,0.9314488768577576,0.028439171332639956,1,1,1,True,1,1,False,False
0.01443438045680523,0.004242290181110498,0.04445874265259299,76,Introvert,0.021045137763502905,0.020907351493524833,0.04445874265259299,0.004242290181110498,0.04021645247148249,0,0,0,True,0,0,False,False
0.0173364095389843,0.018039507321275575,0.024164844711647163,77,Introvert,0.01984692052396901,0.0037559204718374613,0.024164844711647163,0.0173364095389843,0.006828435172662864,0,0,0,True,0,0,False,False
0.985163152217865,0.9835266298246526,0.9867297445446469,78,Extrovert,0.9851398421957215,0.0016016845804372242,0.9867297445446469,0.9835266298246526,0.003203114719994349,1,1,1,True,1,1,False,False
0.9983129501342773,0.9967963066586232,0.9939140153807321,79,Extrovert,0.9963410907245441,0.002234518494321895,0.9983129501342773,0.9939140153807321,0.004398934753545247,1,1,1,True,1,1,False,False
0.9911882877349854,0.9834751532267626,0.9871017776251925,80,Extrovert,0.9872550728623134,0.0038588515853524544,0.9911882877349854,0.9834751532267626,0.007713134508222752,1,1,1,True,1,1,False,False
0.9675137996673584,0.9712655511508126,0.9758272231126598,81,Extrovert,0.9715355246436103,0.004163281951817791,0.9758272231126598,0.9675137996673584,0.008313423445301393,1,1,1,True,1,1,False,False
0.9700103998184204,0.9746436202800354,0.9577652954996833,82,Extrovert,0.9674731051993796,0.008720542404897867,0.9746436202800354,0.9577652954996833,0.016878324780352116,1,1,1,True,1,1,False,False
0.025742925703525543,0.022247078531255484,0.03923122734293395,83,Introvert,0.02907374385923833,0.008968616944887835,0.03923122734293395,0.022247078531255484,0.01698414881167847,0,0,0,True,0,0,False,False
0.9884888529777527,0.9790545593280041,0.9859638702827406,84,Extrovert,0.984502427529499,0.004883987649264995,0.9884888529777527,0.9790545593280041,0.00943429364974857,1,1,1,True,1,1,False,False
0.9955728054046631,0.9970219269896022,0.9923818969460714,85,Extrovert,0.9949922097801123,0.0023738761889898455,0.9970219269896022,0.9923818969460714,0.004640030043530863,1,1,1,True,1,1,False,False
0.9891858100891113,0.9907929354081314,0.9913879100540549,86,Extrovert,0.9904555518504324,0.0011391583790918997,0.9913879100540549,0.9891858100891113,0.0022020999649435824,1,1,1,True,1,1,False,False
0.02127162739634514,0.014652360283158906,0.016617120705871596,87,Introvert,0.01751370279512521,0.003399495383289259,0.02127162739634514,0.014652360283158906,0.006619267113186233,0,0,0,True,0,0,False,False
0.9945675134658813,0.9929461031295307,0.9907771654297282,88,Extrovert,0.99276359400838,0.0019017535968862966,0.9945675134658813,0.9907771654297282,0.0037903480361531905,1,1,1,True,1,1,False,False
0.9951100945472717,0.9893032389043763,0.9898741869648596,89,Extrovert,0.9914291734721692,0.0032005281427903006,0.9951100945472717,0.9893032389043763,0.005806855642895403,1,1,1,True,1,1,False,False
0.9850179553031921,0.9829625690311309,0.987258900894817,90,Extrovert,0.9850798084097133,0.002148833689660743,0.987258900894817,0.9829625690311309,0.004296331863686165,1,1,1,True,1,1,False,False
0.8841267824172974,0.8811757632792504,0.8548540054952932,91,Extrovert,0.873385517063947,0.016116445614732838,0.8841267824172974,0.8548540054952932,0.02927277692200414,1,1,1,True,1,1,False,False
0.0035303528420627117,0.0020169146517151917,0.008628988862699253,92,Introvert,0.004725418785492386,0.0034642485909283727,0.008628988862699253,0.0020169146517151917,0.006612074210984061,0,0,0,True,0,0,False,False
0.9841961860656738,0.9734018056399609,0.9707058055013589,93,Extrovert,0.9761012657356645,0.007138830825053482,0.9841961860656738,0.9707058055013589,0.013490380564314952,1,1,1,True,1,1,False,False
0.9921047687530518,0.9947010993312815,0.9895295918614571,94,Extrovert,0.9921118199819302,0.002585760945540784,0.9947010993312815,0.9895295918614571,0.005171507469824421,1,1,1,True,1,1,False,False
0.9922441840171814,0.99421574768991,0.9816377286994221,95,Extrovert,0.9893658868021712,0.006764989769003342,0.99421574768991,0.9816377286994221,0.012578018990487827,1,1,1,True,1,1,False,False
0.16922056674957275,0.051584344721426485,0.0707867242690243,96,Introvert,0.09719721191334119,0.0631086806744666,0.16922056674957275,0.051584344721426485,0.11763622202814628,0,0,0,True,0,0,False,False
0.1208217516541481,0.09244226028873485,0.10627828979461086,97,Introvert,0.1065141005791646,0.014191215155316163,0.1208217516541481,0.09244226028873485,0.028379491365413248,0,0,0,True,0,0,False,False
0.978063702583313,0.9661429779933054,0.9590934775489094,98,Extrovert,0.967766719375176,0.00958878310946584,0.978063702583313,0.9590934775489094,0.0189702250344036,1,1,1,True,1,1,False,False
0.9745331406593323,0.9868913991535516,0.9843573895528269,99,Extrovert,0.9819273097885702,0.006527679832679708,0.9868913991535516,0.9745331406593323,0.012358258494219343,1,1,1,True,1,1,False,False
0.9930071830749512,0.9957277176830996,0.9907438467403624,100,Extrovert,0.9931595824994711,0.002495428135994023,0.9957277176830996,0.9907438467403624,0.004983870942737223,1,1,1,True,1,1,False,False
0.8914018869400024,0.8619429626894416,0.9406599309389199,101,Extrovert,0.898001593522788,0.03977131337825656,0.9406599309389199,0.8619429626894416,0.07871696824947827,1,1,1,True,1,1,False,False
0.05451013147830963,0.05226432524179805,0.07772489610556624,102,Extrovert,0.061499784275224643,0.014096155569633402,0.07772489610556624,0.05226432524179805,0.02546057086376819,0,0,0,True,1,0,True,True
0.9898658394813538,0.9822129052514551,0.9838763859651377,103,Extrovert,0.9853183768993156,0.004025090554568541,0.9898658394813538,0.9822129052514551,0.007652934229898656,1,1,1,True,1,1,False,False
0.9843920469284058,0.9892891966752988,0.9813056177082325,104,Extrovert,0.9849956204373124,0.004025867486186802,0.9892891966752988,0.9813056177082325,0.007983578967066252,1,1,1,True,1,1,False,False
0.01622883416712284,0.010563587898777874,0.02455071997500579,105,Introvert,0.01711438068030217,0.0070354893504086845,0.02455071997500579,0.010563587898777874,0.013987132076227916,0,0,0,True,0,0,False,False
0.9833636283874512,0.9928288916901463,0.9934952938678735,106,Extrovert,0.9898959379818236,0.005666950188873029,0.9934952938678735,0.9833636283874512,0.010131665480422325,1,1,1,True,1,1,False,False
0.9957601428031921,0.9943698664929167,0.9943085101324842,107,Extrovert,0.9948128398095312,0.0008209618578782251,0.9957601428031921,0.9943085101324842,0.0014516326707079141,1,1,1,True,1,1,False,False
0.8974384665489197,0.939258992852566,0.9669688176638699,108,Extrovert,0.934555425688452,0.035003001151223644,0.9669688176638699,0.8974384665489197,0.0695303511149502,1,1,1,True,1,1,False,False
0.9814778566360474,0.9677316000679484,0.9861956917370379,109,Extrovert,0.9784683828136779,0.009592881204663176,0.9861956917370379,0.9677316000679484,0.018464091669089466,1,1,1,True,1,1,False,False
0.976403534412384,0.9915968590288234,0.9862008799280068,110,Extrovert,0.984733757789738,0.007702182401863414,0.9915968590288234,0.976403534412384,0.015193324616439408,1,1,1,True,1,1,False,False
0.997103750705719,0.9979456682659208,0.9905090284186671,111,Extrovert,0.9951861491301024,0.00407232119393182,0.9979456682659208,0.9905090284186671,0.007436639847253734,1,1,1,True,1,1,False,False
0.9938188195228577,0.9974478316541247,0.9938034233016843,112,Extrovert,0.9950233581595556,0.002099669749105269,0.9974478316541247,0.9938034233016843,0.003644408352440398,1,1,1,True,1,1,False,False
0.9782811403274536,0.9565336051533909,0.9855132637291777,113,Extrovert,0.973442669736674,0.015083542390157287,0.9855132637291777,0.9565336051533909,0.02897965857578677,1,1,1,True,1,1,False,False
0.036775048822164536,0.038652260163574016,0.04673718473891094,114,Introvert,0.0407214979082165,0.005293613759882941,0.04673718473891094,0.036775048822164536,0.009962135916746405,0,0,0,True,0,0,False,False
0.9933429956436157,0.9947486467400377,0.9905038790246857,115,Extrovert,0.9928651738027797,0.002162347919047384,0.9947486467400377,0.9905038790246857,0.0042447677153519825,1,1,1,True,1,1,False,False
0.9958100318908691,0.9927488943997698,0.9885389215211522,116,Extrovert,0.9923659492705971,0.0036506501792309787,0.9958100318908691,0.9885389215211522,0.007271110369716949,1,1,1,True,1,1,False,False
0.8168081045150757,0.8886227071350318,0.946467711563854,117,Extrovert,0.8839661744046537,0.06495510678778622,0.946467711563854,0.8168081045150757,0.12965960704877832,1,1,1,True,1,1,False,False
0.9699882864952087,0.9895753527834668,0.9871012613454534,118,Extrovert,0.9822216335413763,0.010666366160736051,0.9895753527834668,0.9699882864952087,0.019587066288258015,1,1,1,True,1,1,False,False
0.0038200754206627607,0.002971857262572362,0.013032160779176915,119,Introvert,0.006608031154137346,0.005579601203528066,0.013032160779176915,0.002971857262572362,0.010060303516604554,0,0,0,True,0,0,False,False
0.9949996471405029,0.9948585962215204,0.990051443470688,120,Extrovert,0.9933032289442371,0.0028170117882119917,0.9949996471405029,0.990051443470688,0.004948203669814966,1,1,1,True,1,1,False,False
0.0777212455868721,0.03805881871477843,0.03917964778987452,121,Introvert,0.05165323736384168,0.022582512127548637,0.0777212455868721,0.03805881871477843,0.03966242687209367,0,0,0,True,0,0,False,False
0.027368325740098953,0.010628205618008939,0.026308247798262657,122,Introvert,0.02143492638545685,0.009373892020920897,0.027368325740098953,0.010628205618008939,0.016740120122090016,0,0,0,True,0,0,False,False
0.012660793960094452,0.008765086546540254,0.03580581511931907,123,Introvert,0.019077231875317926,0.014617737755090978,0.03580581511931907,0.008765086546540254,0.027040728572778817,0,0,0,True,0,0,False,False
0.994873583316803,0.9928584912823929,0.9892724640111875,124,Introvert,0.9923348462034611,0.002837038507925414,0.994873583316803,0.9892724640111875,0.005601119305615465,1,1,1,True,0,1,True,True
0.9925658702850342,0.981870783744302,0.9880147172641446,125,Extrovert,0.9874837904311603,0.005367274122394397,0.9925658702850342,0.981870783744302,0.010695086540732146,1,1,1,True,1,1,False,False
0.9816718697547913,0.9941741105471614,0.983208092680564,126,Extrovert,0.9863513576608388,0.006818107674404105,0.9941741105471614,0.9816718697547913,0.012502240792370167,1,1,1,True,1,1,False,False
0.9739648103713989,0.9913147147617566,0.9880945243939069,127,Extrovert,0.9844580165090208,0.009228918559954195,0.9913147147617566,0.9739648103713989,0.017349904390357662,1,1,1,True,1,1,False,False
0.9968320727348328,0.9949691526430541,0.9852569719434717,128,Extrovert,0.9923527324404527,0.006215302131833704,0.9968320727348328,0.9852569719434717,0.011575100791361037,1,1,1,True,1,1,False,False
0.9882593154907227,0.9924309661948926,0.980182070696,129,Extrovert,0.9869574507938719,0.006227358910676128,0.9924309661948926,0.980182070696,0.01224889549889252,1,1,1,True,1,1,False,False
0.01709008403122425,0.027920520017643682,0.0063328338531960125,130,Introvert,0.01711447930068798,0.010793863758198474,0.027920520017643682,0.0063328338531960125,0.02158768616444767,0,0,0,True,0,0,False,False
0.9785852432250977,0.9954173826439239,0.9864571146819607,131,Extrovert,0.9868199135169942,0.008421932474184712,0.9954173826439239,0.9785852432250977,0.01683213941882622,1,1,1,True,1,1,False,False
0.9887686967849731,0.9907919337606745,0.9697558346193955,132,Extrovert,0.9831054883883477,0.011605314031862145,0.9907919337606745,0.9697558346193955,0.02103609914127902,1,1,1,True,1,1,False,False
0.9768090844154358,0.9816367113802908,0.9794216602740315,133,Extrovert,0.9792891520232527,0.002416539748347265,0.9816367113802908,0.9768090844154358,0.0048276269648550585,1,1,1,True,1,1,False,False
0.9972829818725586,0.9934205694421308,0.9892811932255564,134,Extrovert,0.9933282481800819,0.004001693116593647,0.9972829818725586,0.9892811932255564,0.008001788647002184,1,1,1,True,1,1,False,False
0.9925106763839722,0.9861434309822116,0.9899900701331262,135,Extrovert,0.9895480591664366,0.0032065532542850015,0.9925106763839722,0.9861434309822116,0.006367245401760591,1,1,1,True,1,1,False,False
0.9974024891853333,0.9962880544466701,0.9954445358668164,136,Extrovert,0.9963783598329399,0.000982095512903317,0.9974024891853333,0.9954445358668164,0.001957953318516892,1,1,1,True,1,1,False,False
0.9966384172439575,0.9962548119265865,0.9867638411699754,137,Extrovert,0.9932190234468398,0.005593641205023528,0.9966384172439575,0.9867638411699754,0.009874576073982122,1,1,1,True,1,1,False,False
0.9947403073310852,0.9985946995586193,0.9948505722194518,138,Extrovert,0.996061859703052,0.0021941964102750585,0.9985946995586193,0.9947403073310852,0.0038543922275341425,1,1,1,True,1,1,False,False
0.013377654366195202,0.05833768592452327,0.026386319041650105,139,Extrovert,0.032700553110789524,0.023135541345327856,0.05833768592452327,0.013377654366195202,0.04496003155832807,0,0,0,True,1,0,True,True
0.9548921585083008,0.9393799637375922,0.9514414847637067,140,Extrovert,0.9485712023365332,0.008144687689525294,0.9548921585083008,0.9393799637375922,0.015512194770708532,1,1,1,True,1,1,False,False
0.9571763277053833,0.9634235000443547,0.9689023184563527,141,Extrovert,0.9631673820686969,0.005867189453737288,0.9689023184563527,0.9571763277053833,0.011725990750969362,1,1,1,True,1,1,False,False
0.9931145310401917,0.9952823488417927,0.9884270074484889,142,Extrovert,0.9922746291101578,0.0035039981226795943,0.9952823488417927,0.9884270074484889,0.006855341393303793,1,1,1,True,1,1,False,False
0.9797787666320801,0.9461938814321496,0.9685223968662799,143,Extrovert,0.9648316816435032,0.017093921803227462,0.9797787666320801,0.9461938814321496,0.033584885199930525,1,1,1,True,1,1,False,False
