id,Personality,ambiguity_score,null_count,cluster,composite_ambiguity,final_ambiguity_score,ambiguity_sources
6005,Extrovert,3.666666666666668,0,10,2.0,2.935672514619883,2
9586,Extrovert,3.6666666666666714,0,10,2.0,2.935672514619883,2
3341,Extrovert,3.666666666666668,0,0,2.0,2.935672514619883,2
414,Extrovert,3.6666666666666714,0,10,2.0,2.935672514619883,2
5249,Extrovert,3.666666666666668,0,10,2.0,2.935672514619883,2
5656,Extrovert,3.6666666666666714,0,0,2.0,2.935672514619883,2
3440,Extrovert,3.6666666666666714,0,10,2.0,2.935672514619883,2
3860,Extrovert,3.666666666666668,0,10,2.0,2.935672514619883,2
4721,Extrovert,3.6666666666666643,0,10,2.0,2.935672514619883,2
5423,Extrovert,3.666666666666668,0,10,2.0,2.935672514619883,2
3729,Extrovert,3.6688418240793723,1,10,2.0,2.9356343539635197,2
149,Introvert,3.6688418240793723,1,10,2.0,2.9356343539635197,2
9169,Extrovert,3.6688418240793723,1,0,2.0,2.9356343539635197,2
5842,Extrovert,3.7024719969100026,1,10,2.0,2.9350443509314035,2
145,Extrovert,3.7024719969100026,1,10,2.0,2.9350443509314035,2
3916,Extrovert,3.7024719969100026,1,10,2.0,2.9350443509314035,2
9120,Extrovert,3.702471996910006,1,10,2.0,2.9350443509314035,2
2491,Extrovert,3.7024719969100026,1,10,2.0,2.9350443509314035,2
6789,Extrovert,4.24469457146207,1,10,2.0,2.9255316741848763,2
5804,Extrovert,4.333333333333336,0,10,2.0,2.9239766081871346,2
1981,Extrovert,4.333333333333329,0,10,2.0,2.9239766081871346,2
3022,Extrovert,4.333333333333329,0,10,2.0,2.9239766081871346,2
456,Extrovert,4.333333333333329,0,10,2.0,2.9239766081871346,2
11029,Extrovert,4.333333333333332,0,10,2.0,2.9239766081871346,2
5729,Extrovert,4.333333333333332,0,10,2.0,2.9239766081871346,2
6265,Extrovert,4.333333333333332,0,10,2.0,2.9239766081871346,2
8649,Extrovert,4.333333333333332,0,10,2.0,2.9239766081871346,2
7814,Extrovert,4.333333333333336,0,10,2.0,2.9239766081871346,2
4393,Extrovert,4.333333333333329,0,10,2.0,2.9239766081871346,2
8093,Extrovert,4.333333333333336,0,10,2.0,2.9239766081871346,2
8147,Extrovert,4.333333333333336,0,10,2.0,2.9239766081871346,2
6835,Extrovert,4.333333333333336,0,10,2.0,2.9239766081871346,2
7391,Extrovert,4.333333333333332,0,0,2.0,2.9239766081871346,2
7528,Extrovert,4.333333333333336,0,10,2.0,2.9239766081871346,2
3460,Extrovert,4.333333333333332,0,10,2.0,2.9239766081871346,2
10891,Extrovert,4.333333333333336,0,9,2.0,2.9239766081871346,2
1942,Extrovert,4.333333333333329,0,10,2.0,2.9239766081871346,2
6742,Extrovert,4.333333333333329,0,10,2.0,2.9239766081871346,2
9675,Extrovert,4.333333333333332,0,10,2.0,2.9239766081871346,2
7332,Extrovert,4.3691386635766705,1,10,2.0,2.923348444498655,2
9819,Extrovert,4.3691386635766705,1,10,2.0,2.923348444498655,2
9857,Extrovert,4.3691386635766705,1,10,2.0,2.923348444498655,2
18029,Extrovert,0.02200013877708784,2,3,1.8,2.7996140326530337,2
12966,Extrovert,0.05563031160771459,2,0,1.8,2.7990240296209175,2
15615,Extrovert,0.057805469020422606,2,14,1.8,2.798985868964554,2
5231,Extrovert,0.057805469020422606,2,14,1.8,2.798985868964554,2
18013,Extrovert,0.0786490205244732,2,5,1.8,2.7986201926223777,2
17913,Extrovert,0.07864902052446965,2,9,1.8,2.7986201926223777,2
13714,Extrovert,0.14644423089168512,2,9,1.8,2.7974308029668125,2
12744,Extrovert,0.14644423089168868,2,0,1.8,2.7974308029668125,2
3567,Extrovert,0.14644423089168512,2,9,1.8,2.7974308029668125,2
9433,Extrovert,0.16107351354510513,2,13,1.8,2.7971741488851736,2
16446,Extrovert,0.2804999017054044,2,3,1.8,2.7950789490928876,2
5764,Extrovert,0.2804999017054044,2,5,1.8,2.7950789490928876,2
15928,Extrovert,0.2953528456772929,2,3,1.8,2.7948183711284686,2
11924,Extrovert,0.2953528456772929,2,3,1.8,2.7948183711284686,2
6582,Extrovert,0.29752800309000094,2,8,1.8,2.7947802104721053,2
10214,Extrovert,0.29752800309000094,2,14,1.8,2.7947802104721053,2
2722,Extrovert,0.2975280030899974,2,14,1.8,2.7947802104721053,2
3492,Extrovert,0.3311581759206277,2,8,1.8,2.794190207439989,2
13551,Introvert,0.3333333333333357,0,5,1.8,2.794152046783626,2
1729,Introvert,0.33333333333333215,0,9,1.8,2.794152046783626,2
3372,Extrovert,0.3333333333333357,2,8,1.8,2.794152046783626,2
15743,Introvert,0.33333333333333215,0,10,1.8,2.794152046783626,2
4677,Introvert,0.33333333333333215,0,3,1.8,2.794152046783626,2
877,Introvert,0.3333333333333357,0,5,1.8,2.794152046783626,2
7711,Introvert,0.3333333333333357,0,3,1.8,2.794152046783626,2
10572,Extrovert,0.36913866357667047,2,8,1.8,2.7935238830951463,2
12442,Extrovert,0.36913866357667047,2,8,1.8,2.7935238830951463,2
8980,Extrovert,0.38114906100696544,2,0,1.8,2.793313174368299,2
16938,Extrovert,0.3861667649612599,2,3,1.8,2.7932251444743637,2
6996,Extrovert,0.3861667649612599,2,3,1.8,2.7932251444743637,2
9229,Extrovert,0.41979693779188665,2,0,1.8,2.792635141442248,2
6,Extrovert,0.4197969377918902,2,3,1.8,2.7926351414422474,2
8789,Extrovert,0.4697878228782315,2,14,1.8,2.7917581083705576,2
15269,Extrovert,0.5055931531215663,2,13,1.8,2.791129944682078,2
6237,Extrovert,0.5880176461421946,2,9,1.8,2.789683900944874,2
7738,Extrovert,0.5880176461421911,2,0,1.8,2.789683900944874,2
7019,Extrovert,0.6446665278895836,3,8,1.8,2.788690060914218,2
13766,Extrovert,0.6886668054437521,2,11,1.8,2.7879181262202852,2
12224,Extrovert,0.7453156871911375,2,11,1.8,2.7869242861896293,2
7916,Extrovert,0.7453156871911375,2,10,1.8,2.7869242861896293,2
1519,Extrovert,0.813110897558353,2,0,1.8,2.785734896534064,2
6319,Extrovert,0.8131108975583494,2,13,1.8,2.785734896534064,2
6680,Extrovert,0.8131108975583494,2,3,1.8,2.785734896534064,2
217,Extrovert,0.8131108975583494,2,13,1.8,2.785734896534064,2
5134,Extrovert,0.8613703530423962,2,10,1.8,2.784888239420309,2
6554,Extrovert,0.8613703530423962,2,10,1.8,2.784888239420309,2
13880,Extrovert,0.8613703530423962,2,10,1.8,2.784888239420309,2
15107,Extrovert,0.8635455104551042,2,14,1.8,2.7848500787639456,2
8869,Extrovert,0.9113612381287339,2,14,1.8,2.7840112063486186,2
8094,Extrovert,0.9641946697566652,2,8,1.8,2.783084304039357,2
7487,Extrovert,0.9641946697566652,2,8,1.8,2.783084304039357,2
15200,Extrovert,1.0,2,14,1.8,2.7824561403508774,2
15115,Introvert,1.0,0,10,1.8,2.7824561403508774,2
3863,Introvert,1.0,0,0,1.8,2.7824561403508774,2
3840,Introvert,1.0,0,13,1.8,2.7824561403508774,2
9178,Introvert,1.0,0,10,1.8,2.7824561403508774,2
7571,Introvert,1.0,0,13,1.8,2.7824561403508774,2
16371,Introvert,1.0,0,10,1.8,2.7824561403508774,2
12399,Introvert,1.0,0,10,1.8,2.7824561403508774,2
13041,Introvert,1.0,0,13,1.8,2.7824561403508774,2
2001,Introvert,1.0,0,5,1.8,2.7824561403508774,2
13173,Introvert,1.0,0,5,1.8,2.7824561403508774,2
6306,Introvert,1.0,0,5,1.8,2.7824561403508774,2
4340,Introvert,1.0,0,5,1.8,2.7824561403508774,2
5512,Introvert,1.0,0,3,1.8,2.7824561403508774,2
10530,Extrovert,1.0,2,14,1.8,2.7824561403508774,2
5771,Extrovert,1.0,2,14,1.8,2.7824561403508774,2
2358,Introvert,1.0,0,5,1.8,2.7824561403508774,2
12428,Introvert,1.0,0,5,1.8,2.7824561403508774,2
1211,Introvert,1.0,0,3,1.8,2.7824561403508774,2
1465,Extrovert,1.0478157276736368,2,0,1.8,2.7816172679355504,2
1769,Extrovert,1.0528334316279313,2,3,1.8,2.7815292380416152,2
13892,Extrovert,1.0528334316279313,2,11,1.8,2.7815292380416152,2
5077,Extrovert,1.088638761871266,2,8,1.8,2.7809010743531357,2
9253,Extrovert,1.088638761871266,2,14,1.8,2.7809010743531357,2
3458,Extrovert,1.1386296469576038,2,0,1.8,2.780024041281446,2
6900,Extrovert,1.1386296469576038,2,0,1.8,2.780024041281446,2
6166,Extrovert,1.1722598197882306,2,5,1.8,2.779434038249329,2
12114,Extrovert,1.275527864312913,2,8,1.8,2.777622318169949,2
12508,Extrovert,1.275527864312913,2,14,1.8,2.777622318169949,2
3450,Extrovert,1.3113331945562479,2,5,1.8,2.7769941544814696,2
17200,Extrovert,1.3113331945562479,2,3,1.8,2.7769941544814696,2
7162,Extrovert,1.3113331945562479,2,3,1.8,2.7769941544814696,2
17806,Extrovert,1.4119823538578018,2,13,1.8,2.775228379756881,2
13724,Extrovert,1.4119823538578018,2,5,1.8,2.775228379756881,2
5510,Extrovert,1.4119823538578054,2,0,1.8,2.7752283797568804,2
18062,Extrovert,1.4797775642250173,2,3,1.8,2.7740389901013156,2
17053,Extrovert,1.4797775642250173,2,9,1.8,2.7740389901013156,2
18146,Extrovert,1.4797775642250173,2,3,1.8,2.7740389901013156,2
8327,Extrovert,1.4944068468784337,2,5,1.8,2.7737823360196767,2
14465,Extrovert,1.4944068468784337,2,5,1.8,2.7737823360196767,2
10735,Extrovert,1.5780279047954053,2,8,1.8,2.7723152999158702,2
18222,Extrovert,1.5802030622081134,2,0,1.8,2.772277139259507,2
17777,Extrovert,1.6188509389930346,2,0,1.8,2.7715991063334555,2
2350,Extrovert,1.6666666666666643,2,8,1.8,2.7707602339181285,2
15504,Introvert,1.6666666666666643,0,9,1.8,2.7707602339181285,2
11847,Introvert,1.6666666666666643,0,13,1.8,2.7707602339181285,2
12170,Introvert,1.6666666666666714,0,10,1.8,2.7707602339181285,2
15395,Introvert,1.6666666666666679,0,12,1.8,2.7707602339181285,2
1430,Introvert,1.6666666666666643,0,9,1.8,2.7707602339181285,2
738,Introvert,1.6666666666666679,0,10,1.8,2.7707602339181285,2
5601,Introvert,1.6666666666666643,0,5,1.8,2.7707602339181285,2
6741,Introvert,1.6666666666666714,0,0,1.8,2.7707602339181285,2
1834,Introvert,1.6666666666666643,0,3,1.8,2.7707602339181285,2
11006,Introvert,1.6666666666666643,0,10,1.8,2.7707602339181285,2
16267,Extrovert,1.702471996909999,2,14,1.8,2.770132070229649,2
490,Extrovert,1.702471996909999,2,8,1.8,2.770132070229649,2
5666,Extrovert,1.702471996909999,2,8,1.8,2.770132070229649,2
8996,Extrovert,1.704647154322707,2,10,1.8,2.770093909573286,2
17330,Extrovert,1.704647154322707,2,3,1.8,2.770093909573286,2
8206,Extrovert,1.7144823943403011,2,5,1.8,2.769921361502802,2
9013,Extrovert,1.7195000982945956,2,5,1.8,2.769833331608867,2
10276,Extrovert,1.80312115621156,2,8,1.8,2.7683662955050603,2
18155,Extrovert,1.9213509794755268,2,9,1.8,2.7662920880793767,2
17883,Extrovert,1.9421945309795774,2,14,1.8,2.7659264117372,2
5798,Extrovert,1.9421945309795774,2,14,1.8,2.7659264117372,2
10925,Extrovert,1.9421945309795774,2,8,1.8,2.7659264117372,2
5552,Extrovert,1.9443696883922854,2,0,1.8,2.7658882510808374,2
1827,Extrovert,1.9443696883922854,2,0,1.8,2.7658882510808374,2
10443,Extrovert,1.9443696883922854,2,0,1.8,2.7658882510808374,2
12342,Extrovert,1.9443696883922854,2,3,1.8,2.7658882510808374,2
10096,Extrovert,2.022000138777088,2,3,1.8,2.764526313354788,2
2314,Extrovert,2.0556303116077146,2,3,1.8,2.7639363103226717,2
3255,Extrovert,2.0556303116077146,2,12,1.8,2.7639363103226717,2
18344,Extrovert,2.0556303116077146,2,3,1.8,2.7639363103226717,2
11398,Extrovert,2.0578054690204226,2,14,1.8,2.7638981496663084,2
9973,Extrovert,2.078649020524466,2,10,1.8,2.7635324733241324,2
14539,Extrovert,2.1464442308916887,2,0,1.8,2.7623430836685667,2
11342,Extrovert,2.161073513545105,2,5,1.8,2.762086429586928,2
2483,Extrovert,2.1610735135451016,2,10,1.8,2.762086429586928,2
2732,Extrovert,2.2804999017054044,2,5,1.8,2.7599912297946423,2
10695,Extrovert,2.295352845677293,2,3,1.8,2.759730651830223,2
14413,Extrovert,2.295352845677293,2,3,1.8,2.759730651830223,2
5668,Extrovert,2.295352845677293,2,3,1.8,2.759730651830223,2
1034,Extrovert,2.295352845677293,2,10,1.8,2.759730651830223,2
16781,Extrovert,2.3311581759206277,2,8,1.8,2.7591024881417434,2
13126,Introvert,2.3333333333333357,0,13,1.8,2.75906432748538,2
13792,Introvert,2.3333333333333357,0,5,1.8,2.75906432748538,2
8659,Introvert,2.3333333333333357,0,13,1.8,2.75906432748538,2
16188,Introvert,2.3333333333333286,0,12,1.8,2.75906432748538,2
13460,Introvert,2.333333333333332,0,10,1.8,2.75906432748538,2
5718,Introvert,2.3333333333333286,0,12,1.8,2.75906432748538,2
1475,Extrovert,2.3691386635766705,2,14,1.8,2.7584361637969006,2
12304,Extrovert,2.3811490610069654,2,5,1.8,2.758225455070053,2
1456,Extrovert,2.3811490610069654,2,5,1.8,2.758225455070053,2
11152,Extrovert,2.3811490610069654,3,8,1.8,2.758225455070053,2
3988,Extrovert,2.38616676496126,2,3,1.8,2.7581374251761184,2
9934,Extrovert,2.3861667649612635,2,3,1.8,2.7581374251761184,2
8181,Extrovert,2.4197969377918866,2,0,1.8,2.757547422144002,2
13767,Extrovert,2.4219720952045947,2,14,1.8,2.757509261487639,2
3455,Extrovert,2.4219720952045947,2,8,1.8,2.757509261487639,2
14427,Extrovert,2.421972095204598,2,8,1.8,2.7575092614876384,2
13370,Extrovert,2.4697878228782315,2,14,1.8,2.756670389072312,2
6520,Extrovert,2.4697878228782315,2,8,1.8,2.756670389072312,2
13,Extrovert,2.4697878228782315,2,8,1.8,2.756670389072312,2
7559,Extrovert,2.5055931531215663,2,10,1.8,2.7560422253838324,2
15807,Extrovert,2.588017646142198,2,12,1.8,2.7545961816466282,2
1377,Extrovert,2.588017646142198,2,9,1.8,2.7545961816466282,2
3359,Extrovert,2.608861197646249,2,8,1.8,2.754230505304452,2
11250,Extrovert,2.688666805443752,2,3,1.8,2.7528304069220395,2
5111,Extrovert,2.724472135687087,2,14,1.8,2.75220224323356,2
3488,Extrovert,2.8277401802117694,3,8,1.8,2.7503905231541794,2
17809,Extrovert,2.861370353042396,2,0,1.8,2.749800520122063,2
4382,Extrovert,2.863545510455104,2,14,1.8,2.7497623594657,2
6401,Extrovert,2.911361238128734,2,14,1.8,2.748923487050373,2
7071,Extrovert,2.9471665683720687,2,5,1.8,2.7482953233618934,2
9316,Extrovert,2.9641946697566652,2,8,1.8,2.747996584741111,2
7239,Introvert,3.0,0,0,1.8,2.7473684210526317,2
4623,Introvert,3.0,0,10,1.8,2.7473684210526317,2
8377,Introvert,3.0,0,0,1.8,2.7473684210526317,2
5891,Introvert,3.0,0,0,1.8,2.7473684210526317,2
7183,Introvert,3.0,0,10,1.8,2.7473684210526317,2
10480,Introvert,3.0,0,0,1.8,2.7473684210526317,2
10662,Extrovert,3.0358053302433348,2,14,1.8,2.746740257364152,2
6208,Extrovert,3.0478157276736333,2,0,1.8,2.7465295486373047,2
11958,Extrovert,3.0478157276736333,2,0,1.8,2.7465295486373047,2
10430,Extrovert,3.136454489544896,2,8,1.8,2.744974482639563,2
9896,Extrovert,3.136454489544896,2,8,1.8,2.744974482639563,2
1587,Extrovert,3.138629646957604,2,10,1.8,2.7449363219832,2
13762,Extrovert,3.138629646957604,2,10,1.8,2.7449363219832,2
6833,Extrovert,3.1722598197882306,2,5,1.8,2.7443463189510835,2
16986,Extrovert,3.1868891024416506,2,5,1.8,2.7440896648694446,2
3124,Extrovert,3.1868891024416506,3,14,1.8,2.7440896648694446,2
10975,Extrovert,3.311333194556248,2,5,1.8,2.741906435183224,2
9506,Extrovert,3.311333194556248,2,3,1.8,2.741906435183224,2
15914,Extrovert,3.3553334721104164,2,3,1.8,2.741134500489291,2
12096,Extrovert,3.3553334721104164,2,3,1.8,2.741134500489291,2
2475,Extrovert,3.4119823538578054,2,10,1.8,2.740140660458635,2
3590,Extrovert,3.4944068468784337,2,13,1.8,2.738694616721431,2
4429,Extrovert,3.5780279047954053,2,14,1.8,2.7372275806176245,2
7159,Extrovert,3.5780279047954053,2,8,1.8,2.7372275806176245,2
5620,Extrovert,3.5802030622081134,2,10,1.8,2.737189419961261,2
14783,Extrovert,3.5802030622081134,2,0,1.8,2.737189419961261,2
1080,Extrovert,3.61383323503874,2,3,1.8,2.736599416929145,2
1812,Extrovert,3.61383323503874,2,5,1.8,2.736599416929145,2
9844,Extrovert,3.6308613364233295,2,8,1.8,2.7363006783083628,2
6444,Extrovert,3.6308613364233295,2,8,1.8,2.7363006783083628,2
2526,Introvert,3.6666666666666643,0,9,1.8,2.7356725146198833,2
9894,Introvert,3.6666666666666643,0,9,1.8,2.7356725146198833,2
3086,Introvert,3.6666666666666643,0,5,1.8,2.7356725146198833,2
6549,Introvert,3.6666666666666643,0,13,1.8,2.7356725146198833,2
12901,Introvert,3.6666666666666714,0,0,1.8,2.735672514619883,2
11247,Introvert,3.666666666666668,0,0,1.8,2.735672514619883,2
10746,Extrovert,3.6688418240793723,2,8,1.8,2.73563435396352,2
2010,Extrovert,3.6688418240793723,2,14,1.8,2.73563435396352,2
12328,Extrovert,3.704647154322707,2,3,1.8,2.7350061902750404,2
7097,Extrovert,3.714482394340301,2,5,1.8,2.7348336422045563,2
11831,Extrovert,3.7553054285379304,2,14,1.8,2.7341174486221416,2
17960,Extrovert,3.80312115621156,2,8,1.8,2.733278576206815,2
3175,Extrovert,3.9421945309795774,2,8,1.8,2.730838692438955,2
1711,Extrovert,3.9443696883922854,2,3,1.8,2.7308005317825916,2
16317,Extrovert,3.9443696883922854,2,10,1.8,2.7308005317825916,2
3714,Extrovert,3.9779998612229157,2,5,1.8,2.730210528750475,2
302,Extrovert,3.9779998612229157,2,5,1.8,2.730210528750475,2
13354,Extrovert,3.9779998612229157,2,3,1.8,2.730210528750475,2
9267,Extrovert,4.055630311607715,2,9,1.8,2.728848591024426,2
16802,Extrovert,4.055630311607715,2,12,1.8,2.728848591024426,2
17341,Extrovert,4.055630311607715,2,12,1.8,2.728848591024426,2
912,Extrovert,4.146444230891685,2,11,1.8,2.7272553643703215,2
15345,Extrovert,4.24469457146207,2,8,1.8,2.725531674184876,2
12260,Extrovert,4.331158175920628,2,8,1.8,2.7240147688434977,2
4737,Extrovert,4.331158175920628,2,8,1.8,2.7240147688434977,2
201,Extrovert,4.331158175920628,2,14,1.8,2.7240147688434977,2
12869,Introvert,4.333333333333332,0,10,1.8,2.723976608187135,2
2176,Introvert,4.333333333333332,0,3,1.8,2.723976608187135,2
4452,Introvert,4.333333333333332,0,12,1.8,2.723976608187135,2
7576,Introvert,4.333333333333332,0,3,1.8,2.723976608187135,2
10657,Introvert,4.333333333333332,0,9,1.8,2.723976608187135,2
9716,Introvert,4.333333333333336,0,9,1.8,2.7239766081871344,2
6593,Introvert,4.333333333333336,0,0,1.8,2.7239766081871344,2
5906,Introvert,4.333333333333336,0,3,1.8,2.7239766081871344,2
14121,Introvert,4.333333333333336,0,9,1.8,2.7239766081871344,2
14490,Extrovert,4.333333333333336,2,14,1.8,2.7239766081871344,2
14378,Introvert,4.333333333333336,0,5,1.8,2.7239766081871344,2
2291,Extrovert,4.381149061006965,2,5,1.8,2.7231377357718074,2
6216,Extrovert,4.419796937791887,2,0,1.8,2.7224597028457564,2
5846,Extrovert,4.419796937791887,2,0,1.8,2.7224597028457564,2
1585,Introvert,5.0,0,10,1.8,2.712280701754386,2
2809,Extrovert,5.666666666666668,2,8,1.8,2.7005847953216375,2
11483,Extrovert,5.666666666666671,2,14,1.8,2.7005847953216375,2
16610,Extrovert,0.3333333333333357,0,11,1.7,2.6941520467836257,2
10213,Extrovert,0.3333333333333357,0,13,1.7,2.6941520467836257,2
8618,Extrovert,0.3333333333333357,0,13,1.7,2.6941520467836257,2
17770,Extrovert,0.3333333333333357,0,11,1.7,2.6941520467836257,2
9900,Extrovert,0.3333333333333357,0,9,1.7,2.6941520467836257,2
17353,Extrovert,0.33333333333333215,0,0,1.7,2.6941520467836257,2
4192,Extrovert,0.3333333333333357,0,13,1.7,2.6941520467836257,2
9734,Extrovert,0.3333333333333357,0,13,1.7,2.6941520467836257,2
1950,Extrovert,0.33333333333333215,0,9,1.7,2.6941520467836257,2
12359,Extrovert,0.3333333333333357,0,13,1.7,2.6941520467836257,2
