id,probability,prediction
18648,0.928352759868415,Extrovert
18649,0.0452233056192922,Introvert
18650,0.9856975953530653,Extrovert
18651,0.9682895582409803,Extrovert
18652,0.9889841094112353,Extrovert
18653,0.9561763853659876,Extrovert
18654,0.04312589320226332,Introvert
18655,0.9937481446806476,Extrovert
18656,0.9832320351792857,Extrovert
18657,0.9658464531743427,Extrovert
18658,0.9890949694407214,Extrovert
18659,0.9900617599261583,Extrovert
18660,0.03206956692450139,Introvert
18661,0.04254090807404889,Introvert
18662,0.9712418396298107,Extrovert
18663,0.01932299838222562,Introvert
18664,0.977853511554278,Extrovert
18665,0.9512668897638988,Extrovert
18666,0.9681668733354762,Extrovert
18667,0.9589120224117714,Extrovert
18668,0.9884341732799932,Extrovert
18669,0.9913449982075578,Extrovert
18670,0.028709888590631345,Introvert
18671,0.9747825846963483,Extrovert
18672,0.02548174471505823,Introvert
18673,0.11967283198040968,Introvert
18674,0.9682284610491638,Extrovert
18675,0.9892120630438713,Extrovert
18676,0.8490953603948469,Extrovert
18677,0.979021975472748,Extrovert
18678,0.9944192375494382,Extrovert
18679,0.9885958462564451,Extrovert
18680,0.9859877768901528,Extrovert
18681,0.05324556054728373,Introvert
18682,0.97343368523641,Extrovert
18683,0.9834232162923702,Extrovert
18684,0.9902918132355458,Extrovert
18685,0.04676200684942182,Introvert
18686,0.9840358442658677,Extrovert
18687,0.9879406090100439,Extrovert
18688,0.04475668142979618,Introvert
18689,0.9799315383251814,Extrovert
18690,0.9857330613511153,Extrovert
18691,0.992399220169563,Extrovert
18692,0.9580263878069454,Extrovert
18693,0.03606280680102707,Introvert
18694,0.9883731679085374,Extrovert
18695,0.9722918689469091,Extrovert
18696,0.0243830751898663,Introvert
18697,0.10102746821301048,Introvert
18698,0.037816455195353836,Introvert
18699,0.02421965707444239,Introvert
18700,0.9866261482542298,Extrovert
18701,0.014387912895939062,Introvert
18702,0.9961578644903861,Extrovert
18703,0.9707606368389345,Extrovert
18704,0.9870297415968133,Extrovert
18705,0.019711148944724317,Introvert
18706,0.9811793467992077,Extrovert
18707,0.029196297398012265,Introvert
18708,0.9564308121580363,Extrovert
18709,0.9937482662173143,Extrovert
18710,0.9886321366502241,Extrovert
18711,0.05135094935533998,Introvert
18712,0.9850287636507129,Extrovert
18713,0.9916268134503184,Extrovert
18714,0.9867816712040934,Extrovert
18715,0.9921696727788,Extrovert
18716,0.982405592399344,Extrovert
18717,0.9827390346559433,Extrovert
18718,0.039613110615401084,Introvert
18719,0.0684715373261798,Introvert
18720,0.05215095500217597,Introvert
18721,0.9649733011079373,Extrovert
18722,0.9885278644550158,Extrovert
18723,0.9916379587437794,Extrovert
18724,0.05120243509807822,Introvert
18725,0.023630212703557373,Introvert
18726,0.9856537289783092,Extrovert
18727,0.992639458184498,Extrovert
18728,0.026892737163243745,Introvert
18729,0.06426047438408351,Introvert
18730,0.9862876599627874,Extrovert
18731,0.9829765723843741,Extrovert
18732,0.9898107109099822,Extrovert
18733,0.9773307896874991,Extrovert
18734,0.04884169358470215,Introvert
18735,0.9869827726835171,Extrovert
18736,0.9767810655490177,Extrovert
18737,0.9909313467725145,Extrovert
18738,0.040540196979216646,Introvert
18739,0.9828843585408474,Extrovert
18740,0.924693001760399,Extrovert
18741,0.9122142955210897,Extrovert
18742,0.9646085576271218,Extrovert
18743,0.9924928041623067,Extrovert
18744,0.981526932300223,Extrovert
18745,0.0563191352132836,Introvert
18746,0.05239784794425341,Introvert
18747,0.021466574936557705,Introvert
18748,0.9774334108405158,Extrovert
18749,0.9620177360486715,Extrovert
18750,0.9498583124193116,Extrovert
18751,0.9883414925443258,Extrovert
18752,0.9908027010818472,Extrovert
18753,0.9738617332325937,Extrovert
18754,0.7045306875902926,Extrovert
18755,0.016836331744200232,Introvert
18756,0.9827835563727468,Extrovert
18757,0.8120384782858479,Extrovert
18758,0.08894077140366918,Introvert
18759,0.9915909636566249,Extrovert
18760,0.9831942227914711,Extrovert
18761,0.9784979811422547,Extrovert
18762,0.9821505966176316,Extrovert
18763,0.9632540855248533,Extrovert
18764,0.9616427690065157,Extrovert
18765,0.030732862705725582,Introvert
18766,0.029969575148847703,Introvert
18767,0.9894584561702727,Extrovert
18768,0.9908580624190252,Extrovert
18769,0.01668640509749377,Introvert
18770,0.955159322221504,Extrovert
18771,0.9944552901497159,Extrovert
18772,0.9666665856169725,Extrovert
18773,0.9874749230889102,Extrovert
18774,0.9929512205343507,Extrovert
18775,0.9900206448927239,Extrovert
18776,0.9919338910031913,Extrovert
18777,0.027025336815652445,Introvert
18778,0.9869590428659872,Extrovert
18779,0.9897605906131444,Extrovert
18780,0.9900678876972732,Extrovert
18781,0.9771044031852403,Extrovert
18782,0.9898033643591431,Extrovert
18783,0.9815856281243738,Extrovert
18784,0.9864164514009331,Extrovert
18785,0.9946239310152694,Extrovert
18786,0.9413915987695619,Extrovert
18787,0.14621533026962544,Introvert
18788,0.022272743028545587,Introvert
18789,0.989915221695665,Extrovert
18790,0.05290542326499435,Introvert
18791,0.9921085644478547,Extrovert
18792,0.9888792935260217,Extrovert
18793,0.8965280730429053,Extrovert
18794,0.9776461335907619,Extrovert
18795,0.9858190424215643,Extrovert
18796,0.9816009540039989,Extrovert
18797,0.9866916589467933,Extrovert
18798,0.9834978564205155,Extrovert
18799,0.04745952208373598,Introvert
18800,0.9652425605702037,Extrovert
18801,0.044992518433252776,Introvert
18802,0.9927657593158189,Extrovert
18803,0.9926045303011953,Extrovert
18804,0.020189954956668938,Introvert
18805,0.0875834083900835,Introvert
18806,0.9899401311474714,Extrovert
18807,0.9918668878670006,Extrovert
18808,0.9916686183767608,Extrovert
18809,0.9914568021968451,Extrovert
18810,0.9552398329423799,Extrovert
18811,0.9822504873578216,Extrovert
18812,0.9747914767074736,Extrovert
18813,0.9887187179414667,Extrovert
18814,0.9851778523991415,Extrovert
18815,0.9919244057209738,Extrovert
18816,0.03963324382477384,Introvert
18817,0.9695430673476657,Extrovert
18818,0.9867732934531078,Extrovert
18819,0.9856198270837286,Extrovert
18820,0.9760214168328621,Extrovert
18821,0.9868168908130299,Extrovert
18822,0.07279592336774002,Introvert
18823,0.976243373623977,Extrovert
18824,0.9768382086464158,Extrovert
18825,0.9921676409362046,Extrovert
18826,0.991003819166908,Extrovert
18827,0.9902247393520657,Extrovert
18828,0.982990594339795,Extrovert
18829,0.9905507494490188,Extrovert
18830,0.980564986804963,Extrovert
18831,0.07140286026327086,Introvert
18832,0.9747427812248819,Extrovert
18833,0.939307846290094,Extrovert
18834,0.9898991027247055,Extrovert
18835,0.052265014946069346,Introvert
18836,0.9877840538763707,Extrovert
18837,0.9845225462374231,Extrovert
18838,0.9829839586654309,Extrovert
18839,0.984584721564139,Extrovert
18840,0.017937678798988783,Introvert
18841,0.9941907167295726,Extrovert
18842,0.016836331744200232,Introvert
18843,0.9862403929235792,Extrovert
18844,0.9815399236706505,Extrovert
18845,0.013170849604836415,Introvert
18846,0.9874521522620473,Extrovert
18847,0.9566238127263814,Extrovert
18848,0.9667589501882377,Extrovert
18849,0.9916350431571674,Extrovert
18850,0.06724715113526297,Introvert
18851,0.9837797994958251,Extrovert
18852,0.9888753303564087,Extrovert
18853,0.9893887143676328,Extrovert
18854,0.9924236890310463,Extrovert
18855,0.9858127006725287,Extrovert
18856,0.98699018584628,Extrovert
18857,0.0427931064759248,Introvert
18858,0.9749693605918605,Extrovert
18859,0.9800948906202034,Extrovert
18860,0.987960086100131,Extrovert
18861,0.9840883090360469,Extrovert
18862,0.985498927325304,Extrovert
18863,0.9895411810195626,Extrovert
18864,0.08708977910674379,Introvert
18865,0.9748662337310211,Extrovert
18866,0.9891995129528265,Extrovert
18867,0.986360528564661,Extrovert
18868,0.9935565945081425,Extrovert
18869,0.9888793902277966,Extrovert
18870,0.9754497247565748,Extrovert
18871,0.9679134602206052,Extrovert
18872,0.06827066712898694,Introvert
18873,0.995302572364197,Extrovert
18874,0.0660749280146462,Introvert
18875,0.9777112466633465,Extrovert
18876,0.6756869106245101,Extrovert
18877,0.9887394493626422,Extrovert
18878,0.8051126093193798,Extrovert
18879,0.02449983755181111,Introvert
18880,0.9838586455272894,Extrovert
18881,0.9476927924279824,Extrovert
18882,0.985949714099356,Extrovert
18883,0.030189385293815228,Introvert
18884,0.989466099003657,Extrovert
18885,0.058653242646344875,Introvert
18886,0.9879137134159508,Extrovert
18887,0.26356380506626653,Introvert
18888,0.9512742008943749,Extrovert
18889,0.9798643649766046,Extrovert
18890,0.05573703101608046,Introvert
18891,0.9883748419818378,Extrovert
18892,0.9753162410619588,Extrovert
18893,0.9725641477554969,Extrovert
18894,0.9911819053351353,Extrovert
18895,0.983912639843545,Extrovert
18896,0.9943134113945622,Extrovert
18897,0.9921864007417719,Extrovert
18898,0.9813923541334537,Extrovert
18899,0.9923973746861062,Extrovert
18900,0.9770326456642285,Extrovert
18901,0.9816689806441727,Extrovert
18902,0.018318189130255482,Introvert
18903,0.990001492971437,Extrovert
18904,0.037523131563795255,Introvert
18905,0.9883903764096841,Extrovert
18906,0.014733101084755127,Introvert
18907,0.9612669635010647,Extrovert
18908,0.019712479320741556,Introvert
18909,0.04980926459960184,Introvert
18910,0.9873763866011561,Extrovert
18911,0.03118034640397872,Introvert
18912,0.9918481050723618,Extrovert
18913,0.9870335632678279,Extrovert
18914,0.9821757324365826,Extrovert
18915,0.9592902053693658,Extrovert
18916,0.9853834376897943,Extrovert
18917,0.9559491468152574,Extrovert
18918,0.9743997389088037,Extrovert
18919,0.03844734819547986,Introvert
18920,0.9932105603932625,Extrovert
18921,0.06191835314092327,Introvert
18922,0.9945554802399252,Extrovert
18923,0.027327541290502928,Introvert
18924,0.9934825021482305,Extrovert
18925,0.08698502066527711,Introvert
18926,0.04149938988208231,Introvert
18927,0.10796985148562652,Introvert
18928,0.02958673725679568,Introvert
18929,0.9689748047284453,Extrovert
18930,0.9878391853886541,Extrovert
18931,0.9934721428967611,Extrovert
18932,0.03256283115016793,Introvert
18933,0.02558952733298394,Introvert
18934,0.9921747646767185,Extrovert
18935,0.9885538431357332,Extrovert
18936,0.9568359408451211,Extrovert
18937,0.9898890428278859,Extrovert
18938,0.9815657591040466,Extrovert
18939,0.042483090074335636,Introvert
18940,0.9836712460602328,Extrovert
18941,0.037936785988868335,Introvert
18942,0.9896415627882856,Extrovert
18943,0.03327771932725989,Introvert
18944,0.07861128433396676,Introvert
18945,0.8711667223590993,Extrovert
18946,0.965988707619436,Extrovert
18947,0.037733199660159616,Introvert
18948,0.9823324063868364,Extrovert
18949,0.08204207624986745,Introvert
18950,0.9813939511803815,Extrovert
18951,0.9895606158671452,Extrovert
18952,0.038282157135844264,Introvert
18953,0.04243535284062573,Introvert
18954,0.9313482469117839,Extrovert
18955,0.9933925315948946,Extrovert
18956,0.027344570616117926,Introvert
18957,0.013975007017266453,Introvert
18958,0.9818939343881221,Extrovert
18959,0.9880083378880355,Extrovert
18960,0.9887750177619015,Extrovert
18961,0.9910851792542532,Extrovert
18962,0.9938372296852149,Extrovert
18963,0.043801439329652817,Introvert
18964,0.9853717890000178,Extrovert
18965,0.977261604319772,Extrovert
18966,0.02391421133819556,Introvert
18967,0.8740979982068822,Extrovert
18968,0.9921276248503114,Extrovert
18969,0.9911939011778351,Extrovert
18970,0.9886211334597285,Extrovert
18971,0.04506979899467154,Introvert
18972,0.11729836101722498,Introvert
18973,0.12500576265104674,Introvert
18974,0.982098579108358,Extrovert
18975,0.9821803037771069,Extrovert
18976,0.9887776856527726,Extrovert
18977,0.8874112882611744,Extrovert
18978,0.9873186698468535,Extrovert
18979,0.8185597849854507,Extrovert
18980,0.993272592676057,Extrovert
18981,0.02876801737925782,Introvert
18982,0.050982419051062086,Introvert
18983,0.01384545644994647,Introvert
18984,0.038832931965283965,Introvert
18985,0.8402862094832096,Extrovert
18986,0.9802999412070843,Extrovert
18987,0.9793033643628775,Extrovert
18988,0.9769048817291918,Extrovert
18989,0.980801859805825,Extrovert
18990,0.9845149917949149,Extrovert
18991,0.987109520312654,Extrovert
18992,0.9706302151432806,Extrovert
18993,0.07990415976777082,Introvert
18994,0.9770802138524557,Extrovert
18995,0.8937036259057723,Extrovert
18996,0.9882517673643099,Extrovert
18997,0.9930876465813905,Extrovert
18998,0.03776799868335803,Introvert
18999,0.04735460131551837,Introvert
19000,0.9814016757823186,Extrovert
19001,0.9913206437689466,Extrovert
19002,0.986158334882934,Extrovert
19003,0.05146516047308736,Introvert
19004,0.9841946063092004,Extrovert
19005,0.9919509208273374,Extrovert
19006,0.9737433659622008,Extrovert
19007,0.05239572589935946,Introvert
19008,0.9831962998604474,Extrovert
19009,0.9500440765281344,Extrovert
19010,0.9887308295640764,Extrovert
19011,0.024932972939202946,Introvert
19012,0.985971738510066,Extrovert
19013,0.9789985416720912,Extrovert
19014,0.9920571402418423,Extrovert
19015,0.9891819116187299,Extrovert
19016,0.988032234122973,Extrovert
19017,0.04528752804356697,Introvert
19018,0.9836636198695141,Extrovert
19019,0.06005868023383513,Introvert
19020,0.9912812304734502,Extrovert
19021,0.9923797833955513,Extrovert
19022,0.9949680911351461,Extrovert
19023,0.9921295089487187,Extrovert
19024,0.9846070378969147,Extrovert
19025,0.9901549440237082,Extrovert
19026,0.988201510755674,Extrovert
19027,0.9816762558042937,Extrovert
19028,0.9764973574797613,Extrovert
19029,0.989109462466133,Extrovert
19030,0.1198414465965542,Introvert
19031,0.9896213023077209,Extrovert
19032,0.046259349417054604,Introvert
19033,0.9932264467135695,Extrovert
19034,0.971665312332777,Extrovert
19035,0.9921488517299691,Extrovert
19036,0.9821398620437243,Extrovert
19037,0.052769489056890065,Introvert
19038,0.035375125085299705,Introvert
19039,0.8769999899328853,Extrovert
19040,0.966947555505276,Extrovert
19041,0.9944296497489556,Extrovert
19042,0.0425315896825077,Introvert
19043,0.07865407356388787,Introvert
19044,0.9845656783370371,Extrovert
19045,0.991658102861647,Extrovert
19046,0.9668435847812276,Extrovert
19047,0.9899822823833115,Extrovert
19048,0.9850865966875275,Extrovert
19049,0.03452518524655791,Introvert
19050,0.9793706460730395,Extrovert
19051,0.022101184409358897,Introvert
19052,0.9565924330472425,Extrovert
19053,0.9920209225522296,Extrovert
19054,0.04212312348527062,Introvert
19055,0.07074051154522591,Introvert
19056,0.9842335997610515,Extrovert
19057,0.9946095028449278,Extrovert
19058,0.9620656333308221,Extrovert
19059,0.989984446734858,Extrovert
19060,0.9789693997282113,Extrovert
19061,0.9859166086112383,Extrovert
19062,0.9875143724783679,Extrovert
19063,0.9860341942739304,Extrovert
19064,0.9527234592947224,Extrovert
19065,0.9844575787959446,Extrovert
19066,0.051755527372260156,Introvert
19067,0.9797762495661443,Extrovert
19068,0.969712262853524,Extrovert
19069,0.9625585745043118,Extrovert
19070,0.9904847609588797,Extrovert
19071,0.9907919427256587,Extrovert
19072,0.032040720973597656,Introvert
19073,0.9814629578672587,Extrovert
19074,0.9899981073515903,Extrovert
19075,0.9819481972861238,Extrovert
19076,0.975718874873559,Extrovert
19077,0.9635538680999554,Extrovert
19078,0.9953272489396244,Extrovert
19079,0.9898713633040561,Extrovert
19080,0.9886834808330456,Extrovert
19081,0.9886060805976513,Extrovert
19082,0.9818040512893971,Extrovert
19083,0.9837668101465636,Extrovert
19084,0.9725127043294723,Extrovert
19085,0.9737264368867319,Extrovert
19086,0.9814951577198989,Extrovert
19087,0.048135413109420606,Introvert
19088,0.9922759606393241,Extrovert
19089,0.03210330614640251,Introvert
19090,0.9867776436879524,Extrovert
19091,0.9921064890660863,Extrovert
19092,0.01677666534234528,Introvert
19093,0.9908691374602834,Extrovert
19094,0.9762055862262091,Extrovert
19095,0.9862915738411706,Extrovert
19096,0.031896314793502495,Introvert
19097,0.08339653396902742,Introvert
19098,0.03933044187341507,Introvert
19099,0.9943352534885461,Extrovert
19100,0.9935341373252102,Extrovert
19101,0.9735934651063232,Extrovert
19102,0.9821900598490834,Extrovert
19103,0.9793957324152229,Extrovert
19104,0.9926710458093984,Extrovert
19105,0.05489832896258919,Introvert
19106,0.04300708115102788,Introvert
19107,0.9811956920373122,Extrovert
19108,0.9378100517494172,Extrovert
19109,0.9896942996140886,Extrovert
19110,0.9749281587089159,Extrovert
19111,0.9646701437849933,Extrovert
19112,0.02466303630630434,Introvert
19113,0.9670680272740275,Extrovert
19114,0.9804541635521751,Extrovert
19115,0.9872725414150857,Extrovert
19116,0.9881709155740882,Extrovert
19117,0.9845995394998008,Extrovert
19118,0.9827120252969189,Extrovert
19119,0.01301543630235746,Introvert
19120,0.029674723426904786,Introvert
19121,0.9784701711123869,Extrovert
19122,0.01883401180018226,Introvert
19123,0.9881043916952906,Extrovert
19124,0.9898810657448351,Extrovert
19125,0.980763218615668,Extrovert
19126,0.9802015343810957,Extrovert
19127,0.9858905957903878,Extrovert
19128,0.8770552245144302,Extrovert
19129,0.9876518512245964,Extrovert
19130,0.9864758887656638,Extrovert
19131,0.9775054127971311,Extrovert
19132,0.9659052148701506,Extrovert
19133,0.03132495416958738,Introvert
19134,0.9846974033538578,Extrovert
19135,0.028649913758556543,Introvert
19136,0.9760144639642274,Extrovert
19137,0.9921348000211132,Extrovert
19138,0.9795407697167192,Extrovert
19139,0.9833342926812085,Extrovert
19140,0.9789436840723754,Extrovert
19141,0.9824527909194822,Extrovert
19142,0.03579656734453557,Introvert
19143,0.015500705965958279,Introvert
19144,0.9861564431333232,Extrovert
19145,0.9860987891143835,Extrovert
19146,0.992411089461771,Extrovert
19147,0.9924312606222412,Extrovert
19148,0.9282419549123901,Extrovert
19149,0.9849816249222935,Extrovert
19150,0.9922234273480989,Extrovert
19151,0.9880183642770689,Extrovert
19152,0.9792604077083851,Extrovert
19153,0.9866183797963364,Extrovert
19154,0.9715657157649819,Extrovert
19155,0.05125055297821925,Introvert
19156,0.9554337531071633,Extrovert
19157,0.970134404706282,Extrovert
19158,0.1025503131807239,Introvert
19159,0.983485386718731,Extrovert
19160,0.9893378559117094,Extrovert
19161,0.993372068038382,Extrovert
19162,0.9952324918357972,Extrovert
19163,0.9953066677905827,Extrovert
19164,0.9858676906572486,Extrovert
19165,0.9863585005427499,Extrovert
19166,0.9790276800173412,Extrovert
19167,0.9789821031204292,Extrovert
19168,0.9746456350037379,Extrovert
19169,0.9366390706125094,Extrovert
19170,0.029356116995584925,Introvert
19171,0.9897422613289484,Extrovert
19172,0.9866711346434682,Extrovert
19173,0.02855682734512453,Introvert
19174,0.9887810973732526,Extrovert
19175,0.9837970882486962,Extrovert
19176,0.027392332375864654,Introvert
19177,0.04852537715102271,Introvert
19178,0.9870104903269649,Extrovert
19179,0.10306764370856192,Introvert
19180,0.07486787892197994,Introvert
19181,0.09389712186974306,Introvert
19182,0.98077128640334,Extrovert
19183,0.9831510468810214,Extrovert
19184,0.03053346164000924,Introvert
19185,0.06983920172831097,Introvert
19186,0.9751109566865054,Extrovert
19187,0.9799986288823137,Extrovert
19188,0.9868811238632167,Extrovert
19189,0.9802729034669948,Extrovert
19190,0.013074531673787984,Introvert
19191,0.9878388954762602,Extrovert
19192,0.9819908706597023,Extrovert
19193,0.0441095501866684,Introvert
19194,0.9801568275218144,Extrovert
19195,0.9846633779762047,Extrovert
19196,0.988193072328091,Extrovert
19197,0.9887666071474808,Extrovert
19198,0.9832161728550698,Extrovert
19199,0.03839322139279283,Introvert
19200,0.9921080115850996,Extrovert
19201,0.9834578402966537,Extrovert
19202,0.9847286992194254,Extrovert
19203,0.970518419865629,Extrovert
19204,0.9734129393779648,Extrovert
19205,0.9849720458540544,Extrovert
19206,0.058937070966109895,Introvert
19207,0.03901978453893166,Introvert
19208,0.9887774880188575,Extrovert
19209,0.9866540572147986,Extrovert
19210,0.06943490500296076,Introvert
19211,0.9776194780715025,Extrovert
19212,0.9761841113442562,Extrovert
19213,0.9902985956171783,Extrovert
19214,0.987929989749248,Extrovert
19215,0.9628249473773645,Extrovert
19216,0.9902186750374226,Extrovert
19217,0.9884682462250268,Extrovert
19218,0.06221262023317352,Introvert
19219,0.9857278885126451,Extrovert
19220,0.9889043037675418,Extrovert
19221,0.9909253991038754,Extrovert
19222,0.9803536433058142,Extrovert
19223,0.9902015304599164,Extrovert
19224,0.9707543515071088,Extrovert
19225,0.014153976016921973,Introvert
19226,0.9745307467397817,Extrovert
19227,0.9903445453513097,Extrovert
19228,0.1272086767793656,Introvert
19229,0.9813286641954824,Extrovert
19230,0.9875147232491361,Extrovert
19231,0.993753087650098,Extrovert
19232,0.9868036911581631,Extrovert
19233,0.9929614269749075,Extrovert
19234,0.9718770554531762,Extrovert
19235,0.9845967103295834,Extrovert
19236,0.9936465843344837,Extrovert
19237,0.9869634555158182,Extrovert
19238,0.9949903611257721,Extrovert
19239,0.9623404643945304,Extrovert
19240,0.034282567138077515,Introvert
19241,0.9872027086223719,Extrovert
19242,0.845316273867663,Extrovert
19243,0.9858292797074221,Extrovert
19244,0.03935788981075343,Introvert
19245,0.9787000878435125,Extrovert
19246,0.08234302112604057,Introvert
19247,0.9848675518314852,Extrovert
19248,0.9836960630214865,Extrovert
19249,0.990917576399051,Extrovert
19250,0.9736691974815563,Extrovert
19251,0.059030386318445184,Introvert
19252,0.9834678043679792,Extrovert
19253,0.9712613422373071,Extrovert
19254,0.9904514883096726,Extrovert
19255,0.9912512184218869,Extrovert
19256,0.9869115335475467,Extrovert
19257,0.07757042441300951,Introvert
19258,0.9826303160906382,Extrovert
19259,0.9633769789596472,Extrovert
19260,0.9835557603820124,Extrovert
19261,0.9771557869066235,Extrovert
19262,0.9868636918269523,Extrovert
19263,0.9616277353280538,Extrovert
19264,0.9799627035455611,Extrovert
19265,0.9826324159939357,Extrovert
19266,0.018195498947347254,Introvert
19267,0.9793531991495641,Extrovert
19268,0.9868290134828077,Extrovert
19269,0.9945665227548348,Extrovert
19270,0.9876350702098662,Extrovert
19271,0.0655759546398365,Introvert
19272,0.03140064199543259,Introvert
19273,0.04465475590374968,Introvert
19274,0.04262601631572382,Introvert
19275,0.035417394543890604,Introvert
19276,0.9614871596485852,Extrovert
19277,0.9176736354334499,Extrovert
19278,0.9920910661006073,Extrovert
19279,0.9879550063237337,Extrovert
19280,0.9910707275786341,Extrovert
19281,0.04057870891020833,Introvert
19282,0.9918530505246714,Extrovert
19283,0.9793340235003575,Extrovert
19284,0.9342403557986294,Extrovert
19285,0.9893204045886682,Extrovert
19286,0.9806664504701823,Extrovert
19287,0.020364618031243627,Introvert
19288,0.9899117657237835,Extrovert
19289,0.020717364644653933,Introvert
19290,0.9962873426032862,Extrovert
19291,0.019120538432605517,Introvert
19292,0.8712256994734974,Extrovert
19293,0.9548542331733069,Extrovert
19294,0.9760839209822946,Extrovert
19295,0.9836454449581199,Extrovert
19296,0.9910820013603269,Extrovert
19297,0.9700116007851248,Extrovert
19298,0.04492304852593075,Introvert
19299,0.1036008516439211,Introvert
19300,0.9804928674971046,Extrovert
19301,0.9806016578170439,Extrovert
19302,0.9761480684832273,Extrovert
19303,0.06831277484639806,Introvert
19304,0.972057343518707,Extrovert
19305,0.9839047433564033,Extrovert
19306,0.9902486653113292,Extrovert
19307,0.037229271108675514,Introvert
19308,0.9898353279008129,Extrovert
19309,0.047469433905407685,Introvert
19310,0.9724919266119638,Extrovert
19311,0.04392290607462124,Introvert
19312,0.9926611191872267,Extrovert
19313,0.9863393058910473,Extrovert
19314,0.9823111062412601,Extrovert
19315,0.04977697250784284,Introvert
