id,isfj_score,esfj_score,isfj_likelihood,Personality,proba,was_flipped
18563,2.0,5.0,4.0306501388549805,Extrovert,0.98467493,False
18564,5.0,0.0,14.900177478790283,Introvert,0.04991129,False
18565,5.0,0.0,14.872626423835754,Introvert,0.06368681,False
18566,6.0,0.0,16.861900210380554,Introvert,0.06904992,False
18567,5.0,1.0,14.806501984596252,Introvert,0.096749,False
18568,2.0,3.0,4.0282169580459595,Extrovert,0.9858915,False
18569,2.0,0.0,5.937720417976379,Introvert,0.0311398,False
18570,1.0,5.0,2.0267691612243652,Extrovert,0.9866154,False
18571,4.0,0.0,12.878214120864868,Introvert,0.060892943,False
18572,0.0,6.0,0.07281005382537842,Extrovert,0.963595,False
18573,2.0,5.0,4.045392870903015,Extrovert,0.97730356,False
18574,5.0,0.0,14.914490222930908,Introvert,0.042754874,False
18575,2.0,4.0,4.022378206253052,Extrovert,0.9888109,False
18576,2.0,3.0,4.035274028778076,Extrovert,0.982363,False
18577,2.0,5.0,4.022792339324951,Extrovert,0.98860383,False
18578,2.0,5.0,4.026092886924744,Extrovert,0.98695356,False
18579,1.0,6.0,2.0476837158203125,Extrovert,0.97615814,False
18580,1.0,6.0,2.0510306358337402,Extrovert,0.9744847,False
18581,1.0,5.0,2.0460063219070435,Extrovert,0.97699684,False
18582,5.0,0.0,14.906131744384766,Introvert,0.046934098,False
18583,3.0,3.0,7.023206830024719,Extrovert,0.9883966,False
18584,1.0,4.0,2.0957486629486084,Extrovert,0.95212567,False
18585,3.0,4.0,7.0322418212890625,Extrovert,0.9838791,False
18586,1.0,6.0,2.045074701309204,Extrovert,0.97746265,False
18587,0.0,7.0,0.028268098831176758,Extrovert,0.98586595,False
18588,0.0,7.0,0.09183549880981445,Extrovert,0.95408225,False
18589,2.0,5.0,4.04497766494751,Extrovert,0.97751117,False
18590,2.0,3.0,4.0220547914505005,Extrovert,0.9889726,False
18591,4.0,0.0,12.824342012405396,Introvert,0.08782899,False
18592,2.0,5.0,4.037493109703064,Extrovert,0.98125345,False
18593,1.0,6.0,2.033496141433716,Extrovert,0.9832519,False
18594,6.0,0.0,16.897517681121826,Introvert,0.051241137,False
18595,4.0,0.0,12.888970732688904,Introvert,0.05551466,False
18596,0.0,6.0,0.03195524215698242,Extrovert,0.9840224,False
18597,2.0,5.0,4.07869827747345,Extrovert,0.96065086,False
18598,1.0,6.0,2.0283316373825073,Extrovert,0.9858342,False
18599,2.0,5.0,4.0430076122283936,Extrovert,0.9784962,False
18600,2.0,5.0,4.030394077301025,Extrovert,0.98480296,False
18601,1.0,6.0,2.027966856956482,Extrovert,0.9860166,False
18602,2.0,5.0,4.044317245483398,Extrovert,0.9778414,False
18603,3.0,3.0,7.025892853736877,Extrovert,0.9870536,False
18604,2.0,5.0,4.035607099533081,Extrovert,0.98219645,False
18605,2.0,5.0,4.02555525302887,Extrovert,0.9872224,False
18606,2.0,5.0,4.036489725112915,Extrovert,0.98175514,False
18607,0.0,5.0,0.05884408950805664,Extrovert,0.97057796,False
18608,1.0,5.0,2.0309263467788696,Extrovert,0.9845368,False
18609,2.0,5.0,4.029179573059082,Extrovert,0.9854102,False
18610,1.0,5.0,2.055542826652527,Extrovert,0.9722286,False
18611,4.0,0.0,12.908716440200806,Introvert,0.04564176,False
18612,2.0,5.0,4.021917700767517,Extrovert,0.98904115,False
18613,3.0,0.0,7.931373596191406,Extrovert,0.034313187,True
18614,2.0,4.0,4.046128749847412,Extrovert,0.9769356,False
18615,4.0,0.0,12.839706182479858,Introvert,0.08014688,False
18616,1.0,6.0,2.086669087409973,Extrovert,0.95666546,False
18617,2.0,3.0,4.04347288608551,Extrovert,0.97826356,False
18618,0.0,7.0,0.03135085105895996,Extrovert,0.9843246,False
18619,0.0,5.0,0.03775453567504883,Extrovert,0.98112273,False
18620,1.0,5.0,2.0546752214431763,Extrovert,0.9726624,False
18621,3.0,4.0,7.022197484970093,Extrovert,0.98890126,False
18622,1.0,6.0,2.0796210765838623,Extrovert,0.96018946,False
18623,6.0,0.0,16.865225195884705,Introvert,0.06738739,False
18624,3.0,0.0,7.913102626800537,Extrovert,0.0434487,True
18625,0.0,6.0,0.0362851619720459,Extrovert,0.9818574,False
18626,2.0,5.0,4.0739253759384155,Extrovert,0.9630373,False
18627,2.0,5.0,4.023279428482056,Extrovert,0.9883603,False
18628,6.0,0.0,16.89682126045227,Introvert,0.051589396,False
18629,1.0,6.0,2.2674447298049927,Extrovert,0.86627764,False
18630,3.0,3.0,7.028090119361877,Extrovert,0.98595494,False
18631,2.0,5.0,4.041364908218384,Extrovert,0.97931755,False
18632,1.0,4.0,2.0231350660324097,Extrovert,0.98843247,False
18633,4.0,0.0,12.877111673355103,Introvert,0.061444193,False
18634,1.0,5.0,2.0253533124923706,Extrovert,0.98732334,False
18635,4.0,3.0,9.040261626243591,Extrovert,0.9798692,False
18636,4.0,0.0,12.919161319732666,Introvert,0.04041935,False
18637,5.0,0.0,14.90145993232727,Introvert,0.049270008,False
18638,2.0,5.0,4.0336830615997314,Extrovert,0.98315847,False
18639,2.0,4.0,4.033010363578796,Extrovert,0.9834948,False
18640,3.0,3.0,7.026750564575195,Extrovert,0.9866247,False
18641,2.0,4.0,4.07272744178772,Extrovert,0.9636363,False
18642,2.0,5.0,4.089399933815002,Extrovert,0.95530003,False
18643,4.0,0.0,12.905014395713806,Introvert,0.04749278,False
18644,2.0,4.0,4.045045733451843,Extrovert,0.97747713,False
18645,5.0,0.0,14.852991700172424,Introvert,0.07350415,False
18646,1.0,5.0,2.092788577079773,Extrovert,0.9536057,False
18647,3.0,4.0,7.036440968513489,Extrovert,0.9817795,False
18648,3.0,4.0,7.059503793716431,Extrovert,0.9702481,False
18649,4.0,0.0,12.909764647483826,Introvert,0.045117687,False
18650,2.0,5.0,4.026152968406677,Extrovert,0.9869235,False
18651,1.0,6.0,2.0651851892471313,Extrovert,0.9674074,False
18652,3.0,4.0,7.02282190322876,Extrovert,0.98858905,False
18653,1.0,5.0,2.070109248161316,Extrovert,0.9649454,False
18654,2.0,0.0,5.898557186126709,Introvert,0.05072141,False
18655,2.0,5.0,4.023394227027893,Extrovert,0.9883029,False
18656,2.0,5.0,4.032621502876282,Extrovert,0.98368925,False
18657,1.0,5.0,2.078812003135681,Extrovert,0.960594,False
18658,2.0,4.0,4.041265368461609,Extrovert,0.9793673,False
18659,2.0,5.0,4.023762345314026,Extrovert,0.9881188,False
18660,2.0,0.0,5.906266450881958,Introvert,0.046866763,False
18661,2.0,0.0,5.9288963079452515,Introvert,0.03555185,False
18662,2.0,5.0,4.0723689794540405,Extrovert,0.9638155,False
18663,5.0,0.0,14.913383603096008,Introvert,0.043308213,False
18664,2.0,4.0,4.061015963554382,Extrovert,0.969492,False
18665,1.0,4.0,2.059107780456543,Extrovert,0.9704461,False
18666,0.0,5.0,0.10020530223846436,Extrovert,0.94989735,False
18667,1.0,5.0,2.0774013996124268,Extrovert,0.9612993,False
18668,1.0,5.0,2.0478121042251587,Extrovert,0.97609395,False
18669,1.0,6.0,2.058383584022522,Extrovert,0.9708082,False
18670,5.0,0.0,14.907015681266785,Introvert,0.046492156,False
18671,3.0,4.0,7.042295932769775,Extrovert,0.97885203,False
18672,3.0,0.0,7.936264872550964,Introvert,0.031867567,False
18673,4.0,0.0,12.887680649757385,Introvert,0.056159683,False
18674,1.0,3.0,2.161494016647339,Extrovert,0.919253,False
18675,2.0,5.0,4.0290751457214355,Extrovert,0.9854624,False
18676,1.0,5.0,2.041459321975708,Extrovert,0.97927034,False
18677,4.0,3.0,9.032678723335266,Extrovert,0.98366064,False
18678,0.0,6.0,0.03813159465789795,Extrovert,0.9809342,False
18679,3.0,3.0,7.045109033584595,Extrovert,0.9774455,False
18680,3.0,4.0,7.043713092803955,Extrovert,0.97814345,False
18681,5.0,0.0,14.899256229400635,Introvert,0.050371878,False
18682,3.0,4.0,7.0318626165390015,Extrovert,0.9840687,False
18683,2.0,5.0,4.062343955039978,Extrovert,0.968828,False
18684,2.0,4.0,4.022022128105164,Extrovert,0.98898894,False
18685,3.0,0.0,7.900834321975708,Introvert,0.049582843,False
18686,3.0,4.0,7.039675235748291,Extrovert,0.9801624,False
18687,3.0,3.0,7.028300762176514,Extrovert,0.9858496,False
18688,3.0,0.0,7.894109606742859,Introvert,0.052945208,False
18689,2.0,4.0,4.022141337394714,Extrovert,0.98892933,False
18690,3.0,3.0,7.042693614959717,Extrovert,0.9786532,False
18691,4.0,3.0,9.022651076316833,Extrovert,0.98867446,False
18692,2.0,4.0,4.038636565208435,Extrovert,0.9806817,False
18693,5.0,0.0,14.89390766620636,Introvert,0.053046145,False
18694,2.0,5.0,4.0217331647872925,Extrovert,0.9891334,False
18695,2.0,4.0,4.064444661140442,Extrovert,0.96777767,False
18696,4.0,0.0,12.906978726387024,Introvert,0.04651066,False
18697,6.0,0.0,16.82677185535431,Introvert,0.08661407,False
18698,5.0,0.0,14.905086398124695,Introvert,0.047456816,False
18699,6.0,0.0,16.901336193084717,Introvert,0.049331933,False
18700,1.0,4.0,2.0230313539505005,Extrovert,0.9884843,False
18701,5.0,0.0,14.914986729621887,Introvert,0.042506624,False
18702,0.0,7.0,0.02789008617401123,Extrovert,0.98605496,False
18703,1.0,5.0,2.0490840673446655,Extrovert,0.97545797,False
18704,1.0,4.0,2.043210744857788,Extrovert,0.9783946,False
18705,4.0,0.0,12.91319227218628,Introvert,0.04340387,False
18706,0.0,6.0,0.06955564022064209,Extrovert,0.9652222,False
18707,4.0,0.0,12.891985177993774,Introvert,0.054007392,False
18708,1.0,6.0,2.101439952850342,Extrovert,0.94928,False
18709,0.0,6.0,0.03072988986968994,Extrovert,0.98463506,False
18710,3.0,3.0,7.025326609611511,Extrovert,0.9873367,False
18711,4.0,0.0,12.855122089385986,Introvert,0.07243894,False
18712,2.0,4.0,4.026365637779236,Extrovert,0.9868172,False
18713,2.0,5.0,4.021991848945618,Extrovert,0.9890041,False
18714,3.0,4.0,7.031890511512756,Extrovert,0.98405474,False
18715,2.0,5.0,4.023684620857239,Extrovert,0.9881577,False
18716,0.0,7.0,0.056278109550476074,Extrovert,0.97186095,False
18717,4.0,3.0,9.02285635471344,Extrovert,0.9885718,False
18718,5.0,0.0,14.917555928230286,Introvert,0.041222032,False
18719,5.0,0.0,14.8883718252182,Introvert,0.0558141,False
18720,6.0,0.0,16.907830119132996,Introvert,0.046084918,False
18721,1.0,5.0,2.0917686223983765,Extrovert,0.9541157,False
18722,1.0,5.0,2.0466411113739014,Extrovert,0.97667944,False
18723,2.0,5.0,4.035139799118042,Extrovert,0.9824301,False
18724,4.0,0.0,12.868706345558167,Introvert,0.06564683,False
18725,6.0,0.0,16.89850676059723,Introvert,0.0507466,False
18726,0.0,6.0,0.03545200824737549,Extrovert,0.982274,False
18727,3.0,4.0,7.023846864700317,Extrovert,0.98807657,False
18728,4.0,0.0,12.893923878669739,Extrovert,0.05303805,True
18729,4.0,0.0,12.853773832321167,Introvert,0.07311306,False
18730,1.0,6.0,2.034422516822815,Extrovert,0.98278874,False
18731,1.0,5.0,2.040760636329651,Extrovert,0.9796197,False
18732,2.0,4.0,4.022898077964783,Extrovert,0.98855096,False
18733,4.0,3.0,9.04528284072876,Extrovert,0.9773586,False
18734,4.0,0.0,12.910740733146667,Introvert,0.044629607,False
18735,1.0,5.0,2.047688126564026,Extrovert,0.97615594,False
18736,2.0,4.0,4.065857768058777,Extrovert,0.9670711,False
18737,2.0,4.0,4.022871971130371,Extrovert,0.988564,False
18738,4.0,0.0,12.894052743911743,Introvert,0.05297364,False
18739,1.0,6.0,2.051020383834839,Extrovert,0.9744898,False
18740,1.0,6.0,2.102774739265442,Extrovert,0.94861263,False
18741,3.0,4.0,7.056143045425415,Extrovert,0.9719285,False
18742,2.0,5.0,4.042008757591248,Extrovert,0.9789956,False
18743,2.0,4.0,4.022364616394043,Extrovert,0.9888177,False
18744,0.0,6.0,0.05838358402252197,Extrovert,0.9708082,False
18745,4.0,0.0,12.837035894393921,Introvert,0.08148202,False
18746,2.0,0.0,5.911210894584656,Introvert,0.04439458,False
18747,5.0,0.0,14.90351939201355,Introvert,0.048240285,False
18748,1.0,6.0,2.0439683198928833,Extrovert,0.97801584,False
18749,4.0,3.0,9.069158792495728,Extrovert,0.9654206,False
18750,2.0,5.0,4.075883150100708,Extrovert,0.9620584,False
18751,1.0,5.0,2.026561141014099,Extrovert,0.9867194,False
18752,2.0,4.0,4.022159218788147,Extrovert,0.9889204,False
18753,3.0,4.0,7.056495189666748,Extrovert,0.9717524,False
18754,1.0,4.0,2.3857219219207764,Extrovert,0.80713904,False
18755,5.0,0.0,14.913135528564453,Introvert,0.043432254,False
18756,2.0,5.0,4.041752576828003,Extrovert,0.9791237,False
18757,1.0,5.0,2.4067357778549194,Extrovert,0.7966321,False
18758,4.0,0.0,12.893601655960083,Introvert,0.053199194,False
18759,2.0,5.0,4.022328972816467,Extrovert,0.9888355,False
18760,3.0,4.0,7.022953629493713,Extrovert,0.9885232,False
18761,2.0,5.0,4.029200434684753,Extrovert,0.9853998,False
18762,1.0,4.0,2.0410728454589844,Extrovert,0.9794636,False
18763,1.0,6.0,2.0926769971847534,Extrovert,0.9536615,False
18764,2.0,4.0,4.062884092330933,Extrovert,0.96855795,False
18765,5.0,0.0,14.904497385025024,Introvert,0.047751307,False
18766,4.0,0.0,12.889272093772888,Introvert,0.055363946,False
18767,2.0,4.0,4.021950840950012,Extrovert,0.9890246,False
18768,3.0,4.0,7.0229973793029785,Extrovert,0.9885013,False
18769,3.0,0.0,7.933348178863525,Introvert,0.033325884,False
18770,2.0,4.0,4.113053202629089,Extrovert,0.9434734,False
18771,0.0,6.0,0.02915501594543457,Extrovert,0.9854225,False
18772,2.0,3.0,4.076516032218933,Extrovert,0.961742,False
18773,2.0,4.0,4.027539134025574,Extrovert,0.98623043,False
18774,0.0,7.0,0.0351032018661499,Extrovert,0.9824484,False
18775,1.0,5.0,2.0238382816314697,Extrovert,0.98808086,False
18776,2.0,5.0,4.021504044532776,Extrovert,0.989248,False
18777,4.0,0.0,12.891935229301453,Introvert,0.05403241,False
18778,3.0,4.0,7.037046790122986,Extrovert,0.9814766,False
18779,1.0,5.0,2.0218899250030518,Extrovert,0.98905504,False
18780,1.0,6.0,2.0318390130996704,Extrovert,0.9840805,False
18781,0.0,6.0,0.0689777135848999,Extrovert,0.96551114,False
18782,2.0,5.0,4.02396297454834,Extrovert,0.9880185,False
18783,2.0,5.0,4.0243552923202515,Extrovert,0.98782235,False
18784,3.0,4.0,7.042119145393372,Extrovert,0.9789404,False
18785,0.0,6.0,0.029680848121643066,Extrovert,0.9851596,False
18786,4.0,3.0,9.068498373031616,Extrovert,0.9657508,False
18787,4.0,0.0,12.844043850898743,Introvert,0.07797807,False
18788,3.0,0.0,7.9272907972335815,Extrovert,0.03635459,True
18789,2.0,4.0,4.022397994995117,Extrovert,0.988801,False
18790,4.0,0.0,12.90663480758667,Introvert,0.046682626,False
18791,2.0,5.0,4.025212287902832,Extrovert,0.98739386,False
18792,2.0,5.0,4.0308098793029785,Extrovert,0.98459506,False
18793,2.0,5.0,4.064286708831787,Extrovert,0.96785665,False
18794,1.0,6.0,2.061892509460449,Extrovert,0.96905375,False
18795,3.0,3.0,7.058757185935974,Extrovert,0.9706214,False
18796,1.0,5.0,2.065441131591797,Extrovert,0.96727943,False
18797,2.0,4.0,4.022592186927795,Extrovert,0.9887039,False
18798,3.0,4.0,7.041088819503784,Extrovert,0.9794556,False
18799,5.0,0.0,14.89877724647522,Introvert,0.05061139,False
18800,2.0,3.0,4.039621353149414,Extrovert,0.9801893,False
18801,5.0,0.0,14.880306363105774,Introvert,0.059846833,False
18802,1.0,4.0,2.029296875,Extrovert,0.98535156,False
18803,3.0,4.0,7.0235835313797,Extrovert,0.98820823,False
18804,3.0,0.0,7.934981465339661,Introvert,0.03250926,False
18805,3.0,0.0,7.908432483673096,Extrovert,0.04578375,True
18806,1.0,6.0,2.0391982793807983,Extrovert,0.98040086,False
18807,2.0,5.0,4.043943285942078,Extrovert,0.97802836,False
18808,1.0,6.0,2.0456210374832153,Extrovert,0.9771895,False
18809,1.0,6.0,2.0328680276870728,Extrovert,0.983566,False
18810,2.0,5.0,4.0744770765304565,Extrovert,0.96276146,False
18811,1.0,6.0,2.0350250005722046,Extrovert,0.9824875,False
18812,2.0,4.0,4.044636130332947,Extrovert,0.97768193,False
18813,3.0,4.0,7.040362119674683,Extrovert,0.97981894,False
18814,4.0,3.0,9.033385515213013,Extrovert,0.98330724,False
18815,2.0,5.0,4.02483606338501,Extrovert,0.98758197,False
18816,5.0,0.0,14.888323307037354,Introvert,0.055838346,False
18817,2.0,4.0,4.041595816612244,Extrovert,0.9792021,False
18818,2.0,5.0,4.02771258354187,Extrovert,0.9861437,False
18819,3.0,4.0,7.047252893447876,Extrovert,0.97637355,False
18820,1.0,5.0,2.0872013568878174,Extrovert,0.9563993,False
18821,1.0,5.0,2.0289719104766846,Extrovert,0.98551404,False
18822,4.0,0.0,12.897075295448303,Introvert,0.051462367,False
18823,1.0,6.0,2.0364832878112793,Extrovert,0.98175836,False
18824,1.0,6.0,2.050450563430786,Extrovert,0.9747747,False
18825,2.0,4.0,4.021143317222595,Extrovert,0.98942834,False
18826,3.0,3.0,7.023012757301331,Extrovert,0.9884936,False
18827,3.0,4.0,7.029521703720093,Extrovert,0.98523915,False
18828,2.0,4.0,4.031391024589539,Extrovert,0.9843045,False
18829,3.0,4.0,7.02207624912262,Extrovert,0.9889619,False
18830,3.0,4.0,7.022587776184082,Extrovert,0.9887061,False
18831,5.0,0.0,14.904222965240479,Introvert,0.047888506,False
18832,2.0,5.0,4.0644577741622925,Extrovert,0.9677711,False
18833,0.0,7.0,0.036664724349975586,Extrovert,0.98166764,False
18834,4.0,3.0,9.022426843643188,Extrovert,0.9887866,False
18835,5.0,0.0,14.895813584327698,Introvert,0.05209322,False
18836,3.0,3.0,7.039911150932312,Extrovert,0.9800444,False
18837,2.0,5.0,4.0325236320495605,Extrovert,0.9837382,False
18838,1.0,5.0,2.0292844772338867,Extrovert,0.98535776,False
18839,2.0,4.0,4.0283321142196655,Extrovert,0.98583394,False
18840,5.0,0.0,14.915126919746399,Introvert,0.042436562,False
18841,1.0,5.0,2.025473475456238,Extrovert,0.98726326,False
18842,6.0,0.0,16.897884726524353,Introvert,0.051057618,False
18843,2.0,5.0,4.051136493682861,Extrovert,0.97443175,False
18844,1.0,5.0,2.0545536279678345,Extrovert,0.9727232,False
18845,6.0,0.0,16.908467769622803,Introvert,0.04576609,False
18846,2.0,4.0,4.023688793182373,Extrovert,0.9881556,False
18847,2.0,4.0,4.041970610618591,Extrovert,0.9790147,False
18848,1.0,5.0,2.0698670148849487,Extrovert,0.9650665,False
18849,1.0,5.0,2.0217965841293335,Extrovert,0.9891017,False
18850,5.0,0.0,14.886751174926758,Introvert,0.056624398,False
18851,2.0,3.0,4.070129156112671,Extrovert,0.9649354,False
18852,0.0,6.0,0.0336226224899292,Extrovert,0.9831887,False
18853,0.0,7.0,0.03905224800109863,Extrovert,0.9804739,False
18854,0.0,6.0,0.031191229820251465,Extrovert,0.9844044,False
18855,3.0,3.0,7.029813528060913,Extrovert,0.98509324,False
18856,2.0,5.0,4.0522541999816895,Extrovert,0.9738729,False
18857,5.0,0.0,14.89941656589508,Introvert,0.050291717,False
18858,1.0,5.0,2.028996706008911,Extrovert,0.98550165,False
18859,0.0,7.0,0.0755990743637085,Extrovert,0.96220046,False
18860,2.0,4.0,4.040138483047485,Extrovert,0.97993076,False
18861,3.0,4.0,7.044784903526306,Extrovert,0.97760755,False
18862,1.0,6.0,2.031885504722595,Extrovert,0.98405725,False
18863,1.0,6.0,2.047338843345642,Extrovert,0.9763306,False
18864,4.0,0.0,12.860037565231323,Introvert,0.06998121,False
18865,1.0,5.0,2.0234442949295044,Extrovert,0.98827785,False
18866,2.0,5.0,4.02213990688324,Extrovert,0.98893005,False
18867,0.0,6.0,0.03564798831939697,Extrovert,0.982176,False
18868,2.0,3.0,4.02881133556366,Extrovert,0.98559433,False
18869,0.0,5.0,0.02979564666748047,Extrovert,0.9851022,False
18870,3.0,4.0,7.0500248670578,Extrovert,0.97498757,False
18871,4.0,3.0,9.07709801197052,Extrovert,0.961451,False
18872,5.0,0.0,14.852332949638367,Introvert,0.073833525,False
18873,1.0,6.0,2.027446746826172,Extrovert,0.9862766,False
18874,4.0,0.0,12.884805798530579,Introvert,0.057597086,False
18875,1.0,6.0,2.081223249435425,Extrovert,0.9593884,False
18876,1.0,5.0,2.4940707683563232,Extrovert,0.7529646,False
18877,2.0,4.0,4.021942853927612,Extrovert,0.9890286,False
18878,2.0,5.0,4.07663094997406,Extrovert,0.9616845,False
18879,5.0,0.0,14.927764415740967,Introvert,0.036117777,False
18880,1.0,5.0,2.0370601415634155,Extrovert,0.9814699,False
18881,0.0,4.0,0.11093378067016602,Extrovert,0.9445331,False
18882,4.0,3.0,9.02261757850647,Extrovert,0.9886912,False
18883,4.0,0.0,12.877839088439941,Introvert,0.061080426,False
18884,2.0,3.0,4.033234477043152,Extrovert,0.98338276,False
18885,2.0,0.0,5.903710246086121,Introvert,0.0481449,False
18886,3.0,4.0,7.022307991981506,Extrovert,0.988846,False
18887,3.0,0.0,7.837070107460022,Extrovert,0.08146497,True
18888,2.0,4.0,4.079240441322327,Extrovert,0.9603798,False
18889,3.0,4.0,7.031348705291748,Extrovert,0.98432565,False
18890,5.0,0.0,14.89607036113739,Introvert,0.05196483,False
18891,1.0,5.0,2.0271308422088623,Extrovert,0.9864346,False
18892,2.0,4.0,4.074406981468201,Extrovert,0.9627965,False
18893,2.0,5.0,4.057444095611572,Extrovert,0.97127795,False
18894,0.0,7.0,0.03880441188812256,Extrovert,0.9805978,False
18895,0.0,7.0,0.059375882148742676,Extrovert,0.97031206,False
18896,2.0,5.0,4.0231873989105225,Extrovert,0.9884063,False
18897,1.0,6.0,2.034203052520752,Extrovert,0.9828985,False
18898,2.0,5.0,4.022737622261047,Extrovert,0.9886312,False
18899,1.0,6.0,2.028301239013672,Extrovert,0.9858494,False
18900,2.0,5.0,4.032850742340088,Extrovert,0.9835746,False
18901,2.0,5.0,4.025511622428894,Extrovert,0.9872442,False
18902,5.0,0.0,14.903721690177917,Introvert,0.048139155,False
18903,3.0,2.0,6.027589201927185,Extrovert,0.9862054,False
18904,4.0,0.0,12.908208847045898,Introvert,0.04589556,False
18905,2.0,4.0,4.030112147331238,Extrovert,0.9849439,False
18906,4.0,0.0,12.91524362564087,Introvert,0.0423782,False
18907,3.0,3.0,7.077696204185486,Extrovert,0.9611519,False
18908,5.0,0.0,14.922024250030518,Introvert,0.038987894,False
18909,4.0,0.0,12.875889539718628,Introvert,0.0620552,False
18910,3.0,4.0,7.040886402130127,Extrovert,0.9795568,False
18911,3.0,0.0,7.897625088691711,Introvert,0.05118743,False
18912,1.0,5.0,2.0245258808135986,Extrovert,0.98773706,False
18913,2.0,5.0,4.036398649215698,Extrovert,0.9818007,False
18914,2.0,4.0,4.030910491943359,Extrovert,0.98454475,False
18915,1.0,6.0,2.0883798599243164,Extrovert,0.95581007,False
18916,3.0,4.0,7.022813081741333,Extrovert,0.98859346,False
18917,0.0,6.0,0.09248220920562744,Extrovert,0.9537589,False
18918,2.0,4.0,4.024289488792419,Extrovert,0.98785526,False
18919,3.0,0.0,7.938202381134033,Introvert,0.030898793,False
18920,1.0,6.0,2.0324361324310303,Extrovert,0.98378193,False
18921,4.0,0.0,12.876266717910767,Introvert,0.061866656,False
18922,2.0,5.0,4.022999882698059,Extrovert,0.98850006,False
18923,4.0,0.0,12.872679710388184,Introvert,0.06366012,False
18924,3.0,4.0,7.022618532180786,Extrovert,0.98869073,False
18925,3.0,0.0,7.909942269325256,Introvert,0.04502886,False
18926,4.0,0.0,12.86783492565155,Introvert,0.06608255,False
18927,4.0,0.0,12.84533965587616,Introvert,0.07733015,False
18928,4.0,0.0,12.907136082649231,Introvert,0.04643197,False
18929,2.0,4.0,4.091125726699829,Extrovert,0.95443714,False
18930,1.0,6.0,2.11303174495697,Extrovert,0.9434841,False
18931,0.0,7.0,0.028847694396972656,Extrovert,0.98557615,False
18932,5.0,0.0,14.898423552513123,Introvert,0.050788242,False
18933,4.0,0.0,12.906404733657837,Introvert,0.046797626,False
18934,2.0,4.0,4.0213223695755005,Extrovert,0.9893388,False
18935,2.0,5.0,4.024263381958008,Extrovert,0.9878683,False
18936,1.0,6.0,2.0920108556747437,Extrovert,0.9539946,False
18937,3.0,4.0,7.032734751701355,Extrovert,0.9836326,False
18938,2.0,4.0,4.039543032646179,Extrovert,0.9802285,False
18939,3.0,0.0,7.919819474220276,Extrovert,0.040090274,True
18940,2.0,5.0,4.0223387479782104,Extrovert,0.9888306,False
18941,6.0,0.0,16.897131204605103,Introvert,0.051434398,False
18942,2.0,5.0,4.039381146430969,Extrovert,0.9803094,False
18943,2.0,0.0,5.885721683502197,Introvert,0.057139177,False
18944,4.0,0.0,12.815633773803711,Introvert,0.09218314,False
18945,2.0,5.0,4.023380756378174,Extrovert,0.9883096,False
