id,mean_proba,std_proba,uncertainty,final_proba,prediction,behavior_consistency,social_balance
18557,0.9814016660054523,0.0007367255662705795,0.01859833399454769,0.98628205,1.0,0.0,0.8
18558,0.9875937263170878,0.0011068730589554982,0.01240627368291225,0.9912669,1.0,0.2,0.4
18559,0.9861928343772888,0.0006380437888358927,0.013807165622711226,0.9903514,1.0,0.0,1.0
18560,0.9728200157483418,0.0013763186932495525,0.02717998425165824,0.97810674,1.0,0.0,0.0
18561,0.9823698997497559,0.0015097421937695806,0.01763010025024414,0.9873746,1.0,0.0,0.4
18562,0.9889139294624328,0.0007927443689727623,0.011086070537567161,0.9917921,1.0,0.0,0.4
18563,0.9808717926343281,0.0008905802105418237,0.01912820736567189,0.98608077,1.0,0.0,1.0
18564,0.05137385254104933,0.004109797666985513,0.05137385254104933,0.043531567,0.0,1.0,0.19999999999999996
18565,0.05675338755051294,0.002432858955941083,0.05675338755051294,0.043878514,0.0,0.8,0.6
18566,0.06543374632795652,0.0061818375251739485,0.06543374632795652,0.039574042,0.0,0.8,0.9469787822878228
18567,0.05993283415834109,0.004308138193703762,0.05993283415834109,0.0514356,0.0,0.8,0.0
18568,0.9850983182589212,0.0004534858161243506,0.014901681741078754,0.98977125,1.0,0.2,0.8
18569,0.03307010183731715,0.001811764399507971,0.03307010183731715,0.025438258,0.0,0.8,0.6
18570,0.9823916792869568,0.0011012324222503815,0.01760832071304319,0.9897389,1.0,0.0,0.6
18571,0.06002569620807966,0.0026064985598762786,0.06002569620807966,0.052471366,0.0,1.0,0.4
18572,0.9717965245246887,0.0018768831732653831,0.028203475475311324,0.9787154,1.0,0.0,0.19999999999999996
18573,0.9787949721018473,0.0010427384012023837,0.021205027898152706,0.97970575,1.0,0.0,0.8
18574,0.03375161588191986,0.001307940361713629,0.03375161588191986,0.027900256,0.0,0.8,0.6
18575,0.9882379293441772,0.0005781651644635601,0.011762070655822798,0.9916208,1.0,0.0,0.8
18576,0.9845859448115032,0.0007219595449293101,0.015414055188496811,0.9849465,1.0,0.2,0.4
18577,0.988431950410207,0.0007952709715530853,0.011568049589792961,0.99135596,1.0,0.2,0.4
18578,0.9849692265192669,0.0013096601397308582,0.015030773480733117,0.9907126,1.0,0.2,0.8
18579,0.9795016924540203,0.0018921928822153425,0.0204983075459797,0.9850345,1.0,0.2,0.8
18580,0.9746596177419026,0.0017065262400520142,0.025340382258097427,0.9818527,1.0,0.0,1.0
18581,0.9760539611180622,0.0011183004322693466,0.023946038881937803,0.98130494,1.0,0.2,0.0
18582,0.05363791907827059,0.0012647270598318931,0.05363791907827059,0.03126088,0.0,0.8,0.4
18583,0.9895214557647705,0.0012467061328915669,0.010478544235229537,0.9914232,1.0,0.2,0.8
18584,0.9644270618756611,0.0010786622389616963,0.035572938124338926,0.9728925,1.0,0.2,0.19999999999999996
18585,0.9836599906285605,0.0007864379159117316,0.016340009371439534,0.98761624,1.0,0.2,0.8
18586,0.9749355753262836,0.002653032051122724,0.02506442467371639,0.9825478,1.0,0.0,0.4
18587,0.9852533141771953,0.001453193964873073,0.014746685822804695,0.9903224,1.0,0.0,0.19999999999999996
18588,0.960136051972707,0.004109256763286013,0.039863948027292984,0.9622493,1.0,0.0,0.19999999999999996
18589,0.9655091563860576,0.001513824612572689,0.03449084361394239,0.97565335,1.0,0.2,0.6
18590,0.9900751670201619,0.001578069230443434,0.00992483297983815,0.9912553,1.0,0.4,0.8
18591,0.07163553635279338,0.003168154778692871,0.07163553635279338,0.06549138,0.0,1.0,0.19999999999999996
18592,0.9726999362309773,0.002163715154136982,0.02730006376902272,0.9826968,1.0,0.0,0.8
18593,0.9830735405286154,0.0010272189022907006,0.016926459471384603,0.9893289,1.0,0.0,0.8
18594,0.03880645943184694,0.0016614678112298303,0.03880645943184694,0.03150925,0.0,0.8,0.9469787822878228
18595,0.05675338755051294,0.002432858955941083,0.05675338755051294,0.042240623,0.0,1.0,0.4
18596,0.9816107432047525,0.000707856026778997,0.0183892567952475,0.9892938,1.0,0.2,0.4
18597,0.9623716274897257,0.0015114057614134594,0.03762837251027429,0.972307,1.0,0.2,0.8
18598,0.9860019604365032,0.0011461929927592495,0.013998039563496767,0.9904755,1.0,0.0,0.6
18599,0.9719945311546325,0.0035795852086346956,0.028005468845367476,0.97840923,1.0,0.0,1.0
18600,0.9813764572143555,0.000765074570490947,0.018623542785644487,0.9856043,1.0,0.0,0.19999999999999996
18601,0.9852210442225138,0.0009631161440376671,0.014778955777486225,0.9907436,1.0,0.2,0.8
18602,0.9822490056355795,0.0005601406993542303,0.017750994364420514,0.9823292,1.0,0.0,0.6
18603,0.9859855691591898,0.0009730226137726589,0.014014430840810221,0.99052155,1.0,0.0,0.8
18604,0.9797429283459982,0.00044706336767484,0.020257071654001813,0.98392165,1.0,0.0,0.8
18605,0.983633573849996,0.0010031551393706322,0.016366426150004054,0.98940104,1.0,0.0,0.8
18606,0.9843328992525736,0.000911368233763202,0.015667100747426388,0.9865189,1.0,0.0,0.4
18607,0.9784667531649273,0.0014968756486184167,0.02153324683507274,0.98489493,1.0,0.2,0.19999999999999996
18608,0.9834495147069295,0.0007236825909872999,0.01655048529307046,0.9894861,1.0,0.2,0.8
18609,0.980680553118388,0.0010604357312422317,0.019319446881612024,0.98789585,1.0,0.0,0.9469787822878228
18610,0.9758018612861633,0.0012513744001724089,0.024198138713836692,0.9801301,1.0,0.0,0.19999999999999996
18611,0.036402339674532415,0.003401125224107282,0.036402339674532415,0.034974553,0.0,1.0,0.4
18612,0.9869793097178141,0.0007888809253174385,0.013020690282185887,0.9902276,1.0,0.0,1.0
18613,0.04081426896154881,0.001239650061586776,0.04081426896154881,0.02670567,0.0,0.8,0.6
18614,0.9774955113728842,0.0008366571706349491,0.02250448862711585,0.98059213,1.0,0.2,0.8
18615,0.06068715229630471,0.004408411430053651,0.06068715229630471,0.0469662,0.0,1.0,0.0
18616,0.9627708752950032,0.00209146927699015,0.03722912470499684,0.9740262,1.0,0.2,0.4
18617,0.9843124310175579,0.0011654718296519602,0.015687568982442057,0.98658353,1.0,0.4,0.6
18618,0.9863878806432087,0.00044567628076611944,0.013612119356791297,0.99003196,1.0,0.0,0.4
18619,0.9813994526863098,0.0010423596842837226,0.018600547313690208,0.9874148,1.0,0.0,0.4
18620,0.9727108955383301,0.0013047046107306547,0.027289104461669877,0.97900575,1.0,0.0,0.4
18621,0.9879026969273884,0.0008089703823041453,0.012097303072611587,0.9916443,1.0,0.0,0.8
18622,0.9660416841506958,0.00107074916465899,0.0339583158493042,0.9733157,1.0,0.0,0.8
18623,0.0523309662938118,0.0026804572037809177,0.0523309662938118,0.052530915,0.0,1.0,0.6
18624,0.04083885091046492,0.0012088404925102041,0.04083885091046492,0.033195,0.0,0.6,0.0
18625,0.9818760712941488,0.0006483618148130582,0.018123928705851222,0.988901,1.0,0.2,0.4
18626,0.9525357047716776,0.002482144597524018,0.047464295228322406,0.96217597,1.0,0.0,0.4
18627,0.9855944116910299,0.0005038947466194447,0.014405588308970096,0.9911056,1.0,0.2,0.4
18628,0.027236099975804486,0.007252495920406333,0.027236099975804486,0.031064928,0.0,0.6,0.9469787822878228
18629,0.915331244468689,0.008250952345794722,0.08466875553131104,0.89429814,1.0,0.2,0.19999999999999996
18630,0.9859211921691895,0.0008285595408691745,0.014078807830810502,0.9895247,1.0,0.2,0.8
18631,0.972771966457367,0.0012179927049581196,0.027228033542633034,0.9832485,1.0,0.0,1.0
18632,0.9869685093561807,0.0013485556080327233,0.013031490643819255,0.9910561,1.0,0.2,0.6
18633,0.050383388002713525,0.002680801564941794,0.050383388002713525,0.041650265,0.0,1.0,0.0
18634,0.9838119268417358,0.0009697715002178406,0.016188073158264205,0.98879087,1.0,0.2,1.0
18635,0.9820218006769815,0.00042351067987083095,0.017978199323018473,0.9832113,1.0,0.0,1.0
18636,0.014150180915991467,0.0006088910620289144,0.014150180915991467,0.026877757,0.0,0.6,0.0
18637,0.043793828785419465,0.0016686855207880753,0.043793828785419465,0.031985827,0.0,0.8,0.4
18638,0.9814373850822449,0.0006216458367893401,0.018562614917755127,0.98444694,1.0,0.0,0.6
18639,0.9804135123888653,0.001078893282214597,0.019586487611134684,0.98539937,1.0,0.4,0.8
18640,0.9853992700576782,0.0006217328481647837,0.014600729942321755,0.99029434,1.0,0.0,0.8
18641,0.9521018862724304,0.0032510306385190118,0.04789811372756958,0.9634331,1.0,0.0,0.6
18642,0.9556595802307128,0.00197150290691324,0.044340419769287154,0.9569698,1.0,0.0,0.0
18643,0.03492016326636076,0.0009447486930476286,0.03492016326636076,0.033736855,0.0,1.0,0.6
18644,0.9783840735753377,0.0006152620688857449,0.021615926424662257,0.9807978,1.0,0.2,0.4
18645,0.06414139966169993,0.0013054228472792178,0.06414139966169993,0.057373412,0.0,1.0,0.0
18646,0.9454396168390911,0.011596446287496898,0.05456038316090894,0.963702,1.0,0.0,1.0
18647,0.985170865058899,0.0006352513417703869,0.014829134941101052,0.986206,1.0,0.2,1.0
18648,0.9750241438547771,0.0018851830968706872,0.024975856145222908,0.9747633,1.0,0.2,0.4
18649,0.031582139867047464,0.0020355444408674205,0.031582139867047464,0.026511448,0.0,0.6,0.9469787822878228
18650,0.9815378189086914,0.0021744021772294488,0.018462181091308594,0.9901087,1.0,0.0,0.8
18651,0.9690644264221191,0.002436878100498729,0.030935573577880904,0.9746873,1.0,0.0,0.19999999999999996
18652,0.9870128512382508,0.0006612042734037303,0.012987148761749223,0.99034077,1.0,0.0,1.0
18653,0.9665704051653545,0.00287399966352121,0.03342959483464547,0.9731603,1.0,0.2,0.6
18654,0.057697476943333936,0.0027141592896689827,0.057697476943333936,0.04467034,0.0,0.8,0.4
18655,0.9908214728037518,0.0025348390690869567,0.009178527196248232,0.99137676,1.0,0.2,0.4
18656,0.9816510558128357,0.0010540705854792237,0.018348944187164262,0.98594785,1.0,0.2,0.19999999999999996
18657,0.9604554136594136,0.003054334954630651,0.03954458634058644,0.96879894,1.0,0.0,0.8
18658,0.9800638198852539,0.0003671183799130705,0.01993618011474607,0.9819083,1.0,0.2,0.19999999999999996
18659,0.9866451938947041,0.0010058898146513733,0.013354806105295935,0.99141437,1.0,0.2,0.8
18660,0.048094263921181366,0.002707398801494915,0.048094263921181366,0.037657153,0.0,0.8,0.6
18661,0.04687810428440571,0.0022024667095361574,0.04687810428440571,0.030647026,0.0,0.8,0.19999999999999996
18662,0.9590826392173767,0.001677894069804327,0.04091736078262331,0.9623125,1.0,0.0,0.4
18663,0.03949601066609224,0.001639924642101784,0.03949601066609224,0.02651935,0.0,0.8,0.19999999999999996
18664,0.9723563234011332,0.0022833294919264047,0.027643676598866795,0.9772928,1.0,0.4,0.6
18665,0.9706507205963135,0.0016039033676470147,0.02934927940368648,0.976214,1.0,0.0,1.0
18666,0.9582014004389444,0.003933168904217985,0.04179859956105558,0.9707371,1.0,0.2,0.4
18667,0.9617880860964456,0.002514716369324401,0.038211913903554384,0.97338337,1.0,0.2,0.6
18668,0.9793707966804505,0.0017848390565540502,0.02062920331954954,0.9838133,1.0,0.4,0.8
18669,0.9819865107536316,0.0013959058217921218,0.018013489246368364,0.9807345,1.0,0.0,0.19999999999999996
18670,0.018069594725966455,0.006003245516582965,0.018069594725966455,0.02626095,0.0,0.8,0.9469787822878228
18671,0.9797776301701864,0.0010624693176184735,0.020222369829813625,0.9840188,1.0,0.2,0.8
18672,0.0363357617209355,0.006725059500443516,0.0363357617209355,0.026773077,0.0,0.8,0.6
18673,0.0652656669418017,0.0027363275916291886,0.0652656669418017,0.05137095,0.0,1.0,0.0
18674,0.9629844347635906,0.0014297304754793158,0.037015565236409365,0.95829666,1.0,0.4,0.6
18675,0.9830630540847778,0.00042626482983535097,0.016936945915222212,0.98855096,1.0,0.2,0.8
18676,0.9674743254979452,0.0010192618330722688,0.03252567450205479,0.98196477,1.0,0.0,1.0
18677,0.9816534956296283,0.0006565660238138148,0.018346504370371663,0.98783106,1.0,0.2,0.8
18678,0.985950760046641,0.0012814813174278595,0.01404923995335905,0.989512,1.0,0.0,0.4
18679,0.9828144431114196,0.0014786095634241737,0.017185556888580367,0.9825602,1.0,0.2,0.8
18680,0.9800794283548993,0.0008961946341824294,0.01992057164510075,0.9823652,1.0,0.2,0.8
18681,0.05090926637252171,0.0018069463442925908,0.05090926637252171,0.044107076,0.0,1.0,0.19999999999999996
18682,0.9771101395289105,0.0013710641199791357,0.02288986047108954,0.98654234,1.0,0.2,0.6
18683,0.9762723604838055,0.0019482931279248127,0.0237276395161945,0.97811735,1.0,0.0,0.19999999999999996
18684,0.987864104906718,0.0005747881663364505,0.012135895093281945,0.9908812,1.0,0.2,1.0
18685,0.0628638950486978,0.0016721180381914554,0.0628638950486978,0.045490656,0.0,0.8,0.4
18686,0.9826939741770427,0.0008574579126058609,0.01730602582295726,0.9843583,1.0,0.0,0.8
18687,0.9842816193898518,0.0011131490875828434,0.015718380610148186,0.9893963,1.0,0.2,0.8
18688,0.05097050455709299,0.0034390727079644076,0.05097050455709299,0.043439317,0.0,0.8,0.0
18689,0.9859002908070883,0.0010984193063615822,0.014099709192911702,0.99152607,1.0,0.2,0.6
18690,0.9838053743044537,0.0013422503989125245,0.016194625695546305,0.98473966,1.0,0.4,0.8
18691,0.9900906840960184,0.0011463692158550994,0.009909315903981586,0.99186254,1.0,0.0,0.8
18692,0.9715174039204916,0.0008969509126286703,0.028482596079508427,0.98210585,1.0,0.2,0.8
18693,0.06018308773636818,0.0018673211162071955,0.06018308773636818,0.045055695,0.0,1.0,0.0
18694,0.9866533994674682,0.0011453400625827306,0.013346600532531783,0.990221,1.0,0.0,1.0
18695,0.9584592739741007,0.0013931651582698744,0.04154072602589931,0.9716903,1.0,0.0,0.4
18696,0.045669691637158394,0.0019439137446268873,0.045669691637158394,0.040149637,0.0,1.0,0.6
18697,0.08143607228994369,0.011247848070360455,0.08143607228994369,0.059274763,0.0,0.8,0.4
18698,0.046076658492286995,0.003189373340888422,0.046076658492286995,0.03336844,0.0,0.8,0.9469787822878228
18699,0.046858980879187585,0.002026379811563846,0.046858980879187585,0.031266283,0.0,0.8,0.19999999999999996
18700,0.9866650263468424,0.000653628461783542,0.013334973653157611,0.99067044,1.0,0.0,0.6
18701,0.01488501119116942,0.0016352347712080965,0.01488501119116942,0.026576087,0.0,0.8,0.9469787822878228
18702,0.9961408615112305,0.0012905170573274556,0.003859138488769509,0.9905178,1.0,0.0,0.19999999999999996
18703,0.9776326934496563,0.0005382893522077067,0.02236730655034369,0.98279554,1.0,0.0,1.0
18704,0.9822344581286112,0.0009641185207557132,0.01776554187138879,0.9842712,1.0,0.2,0.8
18705,0.020969247569640477,0.005481406819022863,0.020969247569640477,0.02553127,0.0,0.8,0.19999999999999996
18706,0.9706098437309265,0.001863501143074585,0.029390156269073486,0.980695,1.0,0.2,0.4
18707,0.05070500113070011,0.0034817828136629587,0.05070500113070011,0.042842418,0.0,1.0,0.6
18708,0.9567389090855916,0.002901344203048919,0.04326109091440844,0.9635672,1.0,0.0,0.19999999999999996
18709,0.9928982694943747,0.0018802947210055097,0.007101730505625348,0.98973364,1.0,0.0,0.19999999999999996
18710,0.9837817192077637,0.0008583120723224766,0.016218280792236306,0.9892587,1.0,0.0,1.0
18711,0.05515646959344546,0.002189304717769684,0.05515646959344546,0.04823747,0.0,1.0,0.0
18712,0.9822327693303425,0.001074977971324358,0.017767230669657463,0.9880833,1.0,0.0,1.0
18713,0.9918164531389874,0.0009680375671473986,0.008183546861012636,0.99203956,1.0,0.2,0.8
18714,0.9815719922383626,0.0014324882026824507,0.018428007761637444,0.9860247,1.0,0.2,0.6
18715,0.9865518172581991,0.0011960165642941796,0.01344818274180093,0.99092567,1.0,0.0,0.4
18716,0.9737998286883037,0.0009317329378259092,0.026200171311696274,0.981254,1.0,0.0,0.4
18717,0.984891410668691,0.0013972147281489068,0.015108589331308986,0.9884764,1.0,0.4,0.8
18718,0.038646500681837406,0.001822229445172449,0.038646500681837406,0.027282087,0.0,0.8,0.9469787822878228
18719,0.05985880196094513,0.004479514607450161,0.05985880196094513,0.042812414,0.0,0.8,0.6
18720,0.046268883720040316,0.0024421492578032603,0.046268883720040316,0.032630563,0.0,0.8,0.6
18721,0.9568717996279398,0.00274932722383366,0.04312820037206022,0.9658133,1.0,0.4,0.6
18722,0.9788671533266704,0.0007569330418235234,0.021132846673329597,0.9835384,1.0,0.2,0.4
18723,0.9803929448127746,0.0011876078523973467,0.019607055187225386,0.98483557,1.0,0.2,0.6
18724,0.07110884189605712,0.0056422048727570165,0.07110884189605712,0.06018142,0.0,1.0,0.19999999999999996
18725,0.04950402577718099,0.0014591509863402376,0.04950402577718099,0.03589217,0.0,0.8,0.0
18726,0.9833471576372782,0.0008927489114108787,0.016652842362721798,0.98931587,1.0,0.0,0.4
18727,0.9882261077562969,0.0009251552963510385,0.011773892243703066,0.9915684,1.0,0.2,0.6
18728,0.06609789878129958,0.00313481375519997,0.06609789878129958,0.04322175,0.0,0.8,0.0
18729,0.07241214464108149,0.003970315736028232,0.07241214464108149,0.06379666,0.0,1.0,0.0
18730,0.988052256902059,0.001032908460857284,0.011947743097941,0.9877843,1.0,0.0,0.4
18731,0.9786571900049845,0.002053337367148165,0.021342809995015477,0.984233,1.0,0.2,0.4
18732,0.9879287362098694,0.0009037139456429837,0.01207126379013057,0.9912384,1.0,0.2,0.8
18733,0.9787748575210571,0.00047029654403210727,0.021225142478942916,0.98295826,1.0,0.0,0.6
18734,0.030816315735379858,0.005064999664876436,0.030816315735379858,0.026636511,0.0,0.6,0.6
18735,0.9763934175173441,0.0024571974676000645,0.023606582482655902,0.9819725,1.0,0.2,0.6
18736,0.9729192813237508,0.0016370870615207483,0.02708071867624917,0.9723436,1.0,0.4,0.8
18737,0.9891715923945108,0.002325349493643298,0.010828407605489199,0.99084747,1.0,0.0,0.4
18738,0.050612675895293543,0.002612207923504038,0.050612675895293543,0.041731764,0.0,1.0,0.19999999999999996
18739,0.9770502050717672,0.0005604909191953776,0.022949794928232792,0.98270804,1.0,0.0,0.6
18740,0.9528284271558125,0.0034438914605108657,0.04717157284418749,0.96754396,1.0,0.0,0.4
18741,0.9808359424273174,0.00029504893186693573,0.01916405757268258,0.97689885,1.0,0.2,0.8
18742,0.9765990455945334,0.0006400582180932142,0.023400954405466634,0.98096,1.0,0.0,0.19999999999999996
18743,0.9909031788508097,0.0012937275798106356,0.009096821149190304,0.99111557,1.0,0.2,0.19999999999999996
18744,0.9795123020807901,0.000725933302598492,0.020487697919209902,0.98257023,1.0,0.0,0.19999999999999996
18745,0.059383968760569894,0.003932304756720606,0.059383968760569894,0.050637513,0.0,1.0,0.0
18746,0.05115356147289276,0.002112061853158551,0.05115356147289276,0.035515614,0.0,0.8,0.4
18747,0.04904596209526062,0.0013946731082199416,0.04904596209526062,0.034388565,0.0,0.8,0.0
18748,0.9763694445292156,0.001905245922211918,0.02363055547078441,0.9843939,1.0,0.0,0.4
18749,0.9648797988891602,0.0021002698038088377,0.0351202011108398,0.97323644,1.0,0.0,0.6
18750,0.9626171946525574,0.0011237035258155322,0.03738280534744265,0.96800464,1.0,0.0,0.8
18751,0.9851944804191589,0.00044306769376955375,0.014805519580841087,0.9898633,1.0,0.2,0.9469787822878228
18752,0.988564912478129,0.0008916314195827799,0.011435087521870946,0.99133086,1.0,0.0,0.9469787822878228
18753,0.9737709919611612,0.001371733645763803,0.026229008038838764,0.97766453,1.0,0.2,0.19999999999999996
18754,0.7666089733441671,0.01975004990408153,0.2333910266558329,0.8316987,1.0,0.4,0.6
18755,0.04246560943623384,0.0025977012323650525,0.04246560943623384,0.027791996,0.0,0.8,0.4
18756,0.9781962513923645,0.000879522072430419,0.021803748607635454,0.9844801,1.0,0.0,0.9469787822878228
18757,0.8408581733703613,0.023205553171395263,0.15914182662963872,0.85529643,1.0,0.4,0.4
18758,0.05675338755051294,0.002432858955941083,0.05675338755051294,0.046438146,0.0,1.0,0.19999999999999996
18759,0.987160042921702,0.0007216785677073766,0.012839957078297992,0.99008685,1.0,0.0,1.0
18760,0.9886272152264913,0.0008175514244408472,0.01137278477350867,0.9916011,1.0,0.4,0.8
18761,0.9820381045341492,0.0006790242140417765,0.017961895465850808,0.98831916,1.0,0.0,0.8
18762,0.9797441522280375,0.000445074859977428,0.020255847771962543,0.9837698,1.0,0.0,1.0
18763,0.9649266759554547,0.0016342392519638422,0.03507332404454533,0.97361594,1.0,0.0,0.8
18764,0.9670384963353476,0.002032083466933342,0.03296150366465245,0.97222,1.0,0.0,0.9469787822878228
18765,0.05691771681110065,0.0031057666223155093,0.05691771681110065,0.042534612,0.0,1.0,0.6
18766,0.043031229823827746,0.0034265291797915486,0.043031229823827746,0.04001501,0.0,1.0,0.4
18767,0.9917836785316467,0.0012977603328357798,0.008216321468353271,0.9915379,1.0,0.2,0.19999999999999996
18768,0.985946997006734,0.0008534948529041089,0.01405300299326595,0.9913492,1.0,0.2,0.6
18769,0.03259955315540234,0.0017350622365064385,0.03259955315540234,0.027916517,0.0,0.8,0.19999999999999996
18770,0.9517287572224934,0.0037156472867343753,0.04827124277750661,0.95455563,1.0,0.0,0.6
18771,0.9899321476618448,0.0014977481597724636,0.010067852338155214,0.9901416,1.0,0.0,0.19999999999999996
18772,0.9598170240720112,0.0028173194266264746,0.04018297592798881,0.96822226,1.0,0.4,0.6
18773,0.982736070950826,0.0005307733192691274,0.017263929049173954,0.98811716,1.0,0.4,0.8
18774,0.9885584195454916,0.0008387842838522099,0.011441580454508382,0.9873931,1.0,0.0,0.4
18775,0.9852934638659161,0.0009013584976962683,0.014706536134083903,0.9906881,1.0,0.2,0.4
18776,0.9906178673108418,0.0021552073375782606,0.009382132689158218,0.9919419,1.0,0.0,0.4
18777,0.04814828385909399,0.002540194338792475,0.04814828385909399,0.04083808,0.0,1.0,0.0
18778,0.984670352935791,0.0010688329222337375,0.015329647064209029,0.9862257,1.0,0.4,0.8
18779,0.9859002908070883,0.0010984193063615822,0.014099709192911702,0.9904145,1.0,0.0,1.0
18780,0.9884376009305319,0.0018289627639119736,0.011562399069468099,0.9895874,1.0,0.0,0.19999999999999996
18781,0.9694306015968323,0.0017566210143400518,0.030569398403167747,0.974643,1.0,0.0,0.19999999999999996
18782,0.9861369013786316,0.001021498058146561,0.013863098621368364,0.99159425,1.0,0.2,0.8
18783,0.9873919248580932,0.0006667270373631244,0.01260807514190676,0.9905799,1.0,0.2,0.8
18784,0.9829167763392131,0.0014092504617607654,0.01708322366078685,0.98333216,1.0,0.0,0.4
18785,0.9868841369946797,0.002074267089477203,0.013115863005320305,0.9905364,1.0,0.0,0.4
18786,0.9692674994468689,0.0020580540476171135,0.030732500553131148,0.9742347,1.0,0.0,1.0
18787,0.07008757789929708,0.003400659943729866,0.07008757789929708,0.06383185,0.0,1.0,0.4
18788,0.029219088082512217,0.0011749236962418123,0.029219088082512217,0.027498139,0.0,0.6,0.0
18789,0.9892796635627746,0.002711873183481055,0.010720336437225364,0.99134505,1.0,0.2,0.19999999999999996
18790,0.05180856635173162,0.002634556195033194,0.05180856635173162,0.038505834,0.0,1.0,0.4
18791,0.9854463418324789,0.0006112639935879586,0.014553658167521077,0.9891805,1.0,0.2,1.0
18792,0.982519014676412,0.0009546835440557124,0.017480985323587994,0.98647296,1.0,0.2,0.19999999999999996
18793,0.9704314708709717,0.0020987905560503855,0.029568529129028298,0.97698975,1.0,0.2,0.8
18794,0.9762334942817688,0.0037596673873066225,0.023766505718231246,0.980785,1.0,0.2,0.8
18795,0.97308189868927,0.0009136158757370316,0.026918101310730025,0.98007154,1.0,0.4,0.8
18796,0.9677161375681559,0.0018472835013541929,0.03228386243184411,0.976074,1.0,0.0,0.4
18797,0.9855733076731366,0.0009584454740977433,0.014426692326863444,0.9915768,1.0,0.2,0.8
18798,0.9827552954355877,0.0008321165142394737,0.017244704564412294,0.9832646,1.0,0.2,1.0
18799,0.04166043723622957,0.004740539527199587,0.04166043723622957,0.031018121,0.0,0.8,0.6
18800,0.97476567029953,0.0021218119239507396,0.025234329700470015,0.9825522,1.0,0.2,0.8
18801,0.059136384477217994,0.0028693618316161114,0.059136384477217994,0.056366004,0.0,1.0,0.19999999999999996
18802,0.9840440630912781,0.0006880937044330701,0.01595593690872188,0.9890948,1.0,0.2,0.8
18803,0.9926612337430318,0.00039699102818813306,0.0073387662569681655,0.99070215,1.0,0.2,1.0
