file1,file2,md5_1,md5_2,differences,diff_count,e_to_i,i_to_e
amplified_false_positives_5x_20250714_021606_submission.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_23418.csv,9e2efd852983b2bca082c647017433bd,93d3bc2231b421e538babff09a38c6d0,"19612:I->E,20017:I->E,21932:I->E,23336:I->E,23350:I->E,24005:I->E",6,0,6
amplified_false_positives_5x_20250714_021606_submission.csv,flip_E2I_3_id_23336.csv,9e2efd852983b2bca082c647017433bd,3b7afd362a521d0857db775ffa60970b,"19612:I->E,20017:I->E,21932:I->E,23350:I->E,23418:I->E,24005:I->E",6,0,6
amplified_false_positives_5x_20250714_021606_submission.csv,flip_E2I_4_id_23844.csv,9e2efd852983b2bca082c647017433bd,5e6ca075e1a769c5985e9cafdb87fc9f,"19612:I->E,20017:I->E,21932:I->E,23336:I->E,23350:I->E,23418:I->E,23844:E->I,24005:I->E",8,1,7
amplified_false_positives_5x_20250714_021606_submission.csv,flip_HARD_CASE_LIKE_11798_1_I2E_id_24428.csv,9e2efd852983b2bca082c647017433bd,ee8dd58ded910a464c8cedbb8b884481,"19612:I->E,20017:I->E,21932:I->E,23336:I->E,23350:I->E,23418:I->E,24428:I->E",7,0,7
amplified_false_positives_5x_20250714_021606_submission.csv,flip_MIRROR_20934_v1_id_20033.csv,9e2efd852983b2bca082c647017433bd,9ff08307e88a5f9284afbc6bbdd4b12a,"19612:I->E,20017:I->E,20033:I->E,21932:I->E,23336:I->E,23350:I->E,23418:I->E,24005:I->E",8,0,8
amplified_false_positives_5x_20250714_021606_submission.csv,flip_MIRROR_20934_v2_id_22234.csv,9e2efd852983b2bca082c647017433bd,c1218f8e1c70c3f269de476098fb182d,"19612:I->E,20017:I->E,21932:I->E,22234:I->E,23336:I->E,23350:I->E,23418:I->E,24005:I->E",8,0,8
amplified_false_positives_5x_20250714_021606_submission.csv,flip_MIRROR_20934_v3_id_22927.csv,9e2efd852983b2bca082c647017433bd,c0b4ba31a4e6a964f57175426b32ecf4,"19612:I->E,20017:I->E,21932:I->E,22927:I->E,23336:I->E,23350:I->E,23418:I->E,24005:I->E",8,0,8
amplified_false_positives_5x_20250714_021606_submission.csv,flip_MIRROR_20934_v4_id_19636.csv,9e2efd852983b2bca082c647017433bd,669fa1f96421d8443ecb022289ec7e1b,"19612:I->E,19636:I->E,20017:I->E,21932:I->E,23336:I->E,23350:I->E,23418:I->E,24005:I->E",8,0,8
amplified_false_positives_5x_20250714_021606_submission.csv,flip_MIRROR_20934_v5_id_22850.csv,9e2efd852983b2bca082c647017433bd,5000cf8361617307535cfdfad6dcde7e,"19612:I->E,20017:I->E,21932:I->E,22850:I->E,23336:I->E,23350:I->E,23418:I->E,24005:I->E",8,0,8
amplified_false_positives_5x_20250714_021606_submission.csv,flip_MMD_1_E2I_id_23547.csv,9e2efd852983b2bca082c647017433bd,decf09458f577ffa2afd3f8415368102,"19612:I->E,20017:I->E,21932:I->E,23336:I->E,23350:I->E,23418:I->E,23547:E->I",7,1,6
amplified_false_positives_5x_20250714_021606_submission.csv,flip_NEW_1_first_records_E2I_id_18524.csv,9e2efd852983b2bca082c647017433bd,d450277ee37131a9a361e7b8217ddd9b,"18524:E->I,19612:I->E,20017:I->E,21932:I->E,23336:I->E,23350:I->E,23418:I->E,24005:I->E",8,1,7
amplified_false_positives_5x_20250714_021606_submission.csv,flip_PATTERN34_1_E2I_id_18834.csv,9e2efd852983b2bca082c647017433bd,5484aceb43d3137ea8723ca84f7f3cf8,"18834:E->I,19612:I->E,20017:I->E,21932:I->E,23336:I->E,23350:I->E,23418:I->E,24005:I->E",8,1,7
amplified_false_positives_5x_20250714_021606_submission.csv,flip_PATTERN34_2_E2I_id_18934.csv,9e2efd852983b2bca082c647017433bd,86e81983055a7b2f799ff65bbce01443,"18934:E->I,19612:I->E,20017:I->E,21932:I->E,23336:I->E,23350:I->E,23418:I->E,24005:I->E",8,1,7
amplified_false_positives_5x_20250714_021606_submission.csv,flip_PATTERN34_3_E2I_id_19034.csv,9e2efd852983b2bca082c647017433bd,0ab085a63105d9c172d04411bf076b86,"19034:E->I,19612:I->E,20017:I->E,21932:I->E,23336:I->E,23350:I->E,23418:I->E,24005:I->E",8,1,7
amplified_false_positives_5x_20250714_021606_submission.csv,flip_PATTERN34_5_E2I_id_19234.csv,9e2efd852983b2bca082c647017433bd,1a771e3b233778fbbb180046a87fab51,"19234:E->I,19612:I->E,20017:I->E,21932:I->E,23336:I->E,23350:I->E,23418:I->E,24005:I->E",8,1,7
amplified_false_positives_5x_20250714_021606_submission.csv,flip_SEQ_1_I2E_id_18566.csv,9e2efd852983b2bca082c647017433bd,8b3f163b12d2b255b616b9819b0283c6,"18566:I->E,19612:I->E,20017:I->E,21932:I->E,23336:I->E,23350:I->E,23418:I->E,24005:I->E",8,0,8
amplified_false_positives_5x_20250714_021606_submission.csv,flip_UNCERTAINTY_5_toI_id_24005.csv,9e2efd852983b2bca082c647017433bd,27f2c7386d8937aa6dc591092c968281,"19612:I->E,20017:I->E,21932:I->E,23336:I->E,23350:I->E,23418:I->E",6,0,6
amplified_false_positives_5x_20250714_021606_submission.csv,flip_VERIFIED_BASELINE_0.000162_1_E2I_id_22040.csv,9e2efd852983b2bca082c647017433bd,a739491331d3d64c5ed9baade7472f67,"19612:I->E,20017:I->E,21932:I->E,22040:E->I,23336:I->E,23350:I->E,23418:I->E,24005:I->E",8,1,7
amplified_false_positives_5x_20250714_021606_submission.csv,flip_VERIFIED_BASELINE_0.000308_1_E2I_id_21890.csv,9e2efd852983b2bca082c647017433bd,ddc8d209dde7acae87416dba5a800b63,"19612:I->E,20017:I->E,21890:E->I,21932:I->E,23336:I->E,23350:I->E,23418:I->E,24005:I->E",8,1,7
amplified_false_positives_5x_20250714_021606_submission.csv,flip_VERIFIED_BASELINE_0.000977_1_E2I_id_19065.csv,9e2efd852983b2bca082c647017433bd,6ecfdf408bfc736735f8dc474e4fc67d,"19065:E->I,19612:I->E,20017:I->E,21932:I->E,23336:I->E,23350:I->E,23418:I->E,24005:I->E",8,1,7
amplified_false_positives_5x_20250714_021606_submission.csv,flip_VERIFIED_BASELINE_0.001757_1_E2I_id_18625.csv,9e2efd852983b2bca082c647017433bd,b91ca984986db0164448a6450e9b0593,"18625:E->I,19612:I->E,20017:I->E,21932:I->E,23336:I->E,23350:I->E,23418:I->E,24005:I->E",8,1,7
amplified_false_positives_5x_20250714_021606_submission.csv,subm-0.96950-20250704_121621-xgb-381482788433-148.csv,9e2efd852983b2bca082c647017433bd,c4c8721683a44601b6e423462ee7db98,"19612:I->E,20017:I->E,21932:I->E,23336:I->E,23350:I->E,23418:I->E,24005:I->E",7,0,7
flip_BOUNDARY_2_E2I_id_18534.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,1f80055a28bc0082cd99536b9f576583,"18534:I->E,18604:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_18754.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,ca80294d90a54c65fe745dfb988210af,"18534:I->E,18754:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_18876.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,c04d342d01ec333d1ceb44c9f8348592,"18534:I->E,18876:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_19477.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,8393e8e4b8bb810a43f8af91be33b491,"18534:I->E,19477:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_19514.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,9047e0645557c9df7b1a033ecfd063ad,"18534:I->E,19514:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_19612.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,66a72c580c40f6955649f5dd41f062a3,"18534:I->E,19612:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_19774.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,dea696eb70ff9b034fb8f67496b1f228,"18534:I->E,19774:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_19876.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,b884d550ae6d54c7c4cc1fbdcb2aa743,"18534:I->E,19876:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_20017.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,00eefbe243a920c62439dc217387a131,"18534:I->E,20017:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_21932.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,e875b1352973ecc7d33aac98ffee4613,"18534:I->E,21932:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_22218.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,e0e3ed90acc92429f86da97e022d8e5b,"18534:I->E,22218:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_22286.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,a9a986f08ae46dc2905d278f783b8c5f,"18534:I->E,22286:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_22547.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,b342890f08416d673cc172a964501693,"18534:I->E,22547:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_23418.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,93d3bc2231b421e538babff09a38c6d0,"18534:I->E,23418:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_E2I_3_id_23336.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,3b7afd362a521d0857db775ffa60970b,"18534:I->E,23336:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_E2I_4_id_23844.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,5e6ca075e1a769c5985e9cafdb87fc9f,"18534:I->E,23844:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_HARD_CASE_LIKE_11798_1_I2E_id_24428.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,ee8dd58ded910a464c8cedbb8b884481,"18534:I->E,24005:E->I,24428:I->E",3,1,2
flip_BOUNDARY_2_E2I_id_18534.csv,flip_MIRROR_20934_v1_id_20033.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,9ff08307e88a5f9284afbc6bbdd4b12a,"18534:I->E,20033:I->E",2,0,2
flip_BOUNDARY_2_E2I_id_18534.csv,flip_MIRROR_20934_v2_id_22234.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,c1218f8e1c70c3f269de476098fb182d,"18534:I->E,22234:I->E",2,0,2
flip_BOUNDARY_2_E2I_id_18534.csv,flip_MIRROR_20934_v3_id_22927.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,c0b4ba31a4e6a964f57175426b32ecf4,"18534:I->E,22927:I->E",2,0,2
flip_BOUNDARY_2_E2I_id_18534.csv,flip_MIRROR_20934_v4_id_19636.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,669fa1f96421d8443ecb022289ec7e1b,"18534:I->E,19636:I->E",2,0,2
flip_BOUNDARY_2_E2I_id_18534.csv,flip_MIRROR_20934_v5_id_22850.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,5000cf8361617307535cfdfad6dcde7e,"18534:I->E,22850:I->E",2,0,2
flip_BOUNDARY_2_E2I_id_18534.csv,flip_MMD_1_E2I_id_23547.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,decf09458f577ffa2afd3f8415368102,"18534:I->E,23547:E->I,24005:E->I",3,2,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_NEW_1_first_records_E2I_id_18524.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,d450277ee37131a9a361e7b8217ddd9b,"18524:E->I,18534:I->E",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_PATTERN34_1_E2I_id_18834.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,5484aceb43d3137ea8723ca84f7f3cf8,"18534:I->E,18834:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_PATTERN34_2_E2I_id_18934.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,86e81983055a7b2f799ff65bbce01443,"18534:I->E,18934:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_PATTERN34_3_E2I_id_19034.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,0ab085a63105d9c172d04411bf076b86,"18534:I->E,19034:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_PATTERN34_5_E2I_id_19234.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,1a771e3b233778fbbb180046a87fab51,"18534:I->E,19234:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_SEQ_1_I2E_id_18566.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,8b3f163b12d2b255b616b9819b0283c6,"18534:I->E,18566:I->E",2,0,2
flip_BOUNDARY_2_E2I_id_18534.csv,flip_UNCERTAINTY_5_toI_id_24005.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,27f2c7386d8937aa6dc591092c968281,"18534:I->E,24005:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_VERIFIED_BASELINE_0.000162_1_E2I_id_22040.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,a739491331d3d64c5ed9baade7472f67,"18534:I->E,22040:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_VERIFIED_BASELINE_0.000308_1_E2I_id_21890.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,ddc8d209dde7acae87416dba5a800b63,"18534:I->E,21890:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_VERIFIED_BASELINE_0.000977_1_E2I_id_19065.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,6ecfdf408bfc736735f8dc474e4fc67d,"18534:I->E,19065:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,flip_VERIFIED_BASELINE_0.001757_1_E2I_id_18625.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,b91ca984986db0164448a6450e9b0593,"18534:I->E,18625:E->I",2,1,1
flip_BOUNDARY_2_E2I_id_18534.csv,subm-0.96950-20250704_121621-xgb-381482788433-148.csv,4389c8196c5f6c0b554e2f9e6c7d0df1,c4c8721683a44601b6e423462ee7db98,18534:I->E,1,0,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_18754.csv,1f80055a28bc0082cd99536b9f576583,ca80294d90a54c65fe745dfb988210af,"18604:I->E,18754:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_18876.csv,1f80055a28bc0082cd99536b9f576583,c04d342d01ec333d1ceb44c9f8348592,"18604:I->E,18876:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_19477.csv,1f80055a28bc0082cd99536b9f576583,8393e8e4b8bb810a43f8af91be33b491,"18604:I->E,19477:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_19514.csv,1f80055a28bc0082cd99536b9f576583,9047e0645557c9df7b1a033ecfd063ad,"18604:I->E,19514:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_19612.csv,1f80055a28bc0082cd99536b9f576583,66a72c580c40f6955649f5dd41f062a3,"18604:I->E,19612:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_19774.csv,1f80055a28bc0082cd99536b9f576583,dea696eb70ff9b034fb8f67496b1f228,"18604:I->E,19774:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_19876.csv,1f80055a28bc0082cd99536b9f576583,b884d550ae6d54c7c4cc1fbdcb2aa743,"18604:I->E,19876:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_20017.csv,1f80055a28bc0082cd99536b9f576583,00eefbe243a920c62439dc217387a131,"18604:I->E,20017:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_21932.csv,1f80055a28bc0082cd99536b9f576583,e875b1352973ecc7d33aac98ffee4613,"18604:I->E,21932:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_22218.csv,1f80055a28bc0082cd99536b9f576583,e0e3ed90acc92429f86da97e022d8e5b,"18604:I->E,22218:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_22286.csv,1f80055a28bc0082cd99536b9f576583,a9a986f08ae46dc2905d278f783b8c5f,"18604:I->E,22286:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_22547.csv,1f80055a28bc0082cd99536b9f576583,b342890f08416d673cc172a964501693,"18604:I->E,22547:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_CORRECTED_DISAGREEMENT_1_E2I_id_23418.csv,1f80055a28bc0082cd99536b9f576583,93d3bc2231b421e538babff09a38c6d0,"18604:I->E,23418:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_E2I_3_id_23336.csv,1f80055a28bc0082cd99536b9f576583,3b7afd362a521d0857db775ffa60970b,"18604:I->E,23336:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_E2I_4_id_23844.csv,1f80055a28bc0082cd99536b9f576583,5e6ca075e1a769c5985e9cafdb87fc9f,"18604:I->E,23844:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_HARD_CASE_LIKE_11798_1_I2E_id_24428.csv,1f80055a28bc0082cd99536b9f576583,ee8dd58ded910a464c8cedbb8b884481,"18604:I->E,24005:E->I,24428:I->E",3,1,2
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_MIRROR_20934_v1_id_20033.csv,1f80055a28bc0082cd99536b9f576583,9ff08307e88a5f9284afbc6bbdd4b12a,"18604:I->E,20033:I->E",2,0,2
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_MIRROR_20934_v2_id_22234.csv,1f80055a28bc0082cd99536b9f576583,c1218f8e1c70c3f269de476098fb182d,"18604:I->E,22234:I->E",2,0,2
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_MIRROR_20934_v3_id_22927.csv,1f80055a28bc0082cd99536b9f576583,c0b4ba31a4e6a964f57175426b32ecf4,"18604:I->E,22927:I->E",2,0,2
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_MIRROR_20934_v4_id_19636.csv,1f80055a28bc0082cd99536b9f576583,669fa1f96421d8443ecb022289ec7e1b,"18604:I->E,19636:I->E",2,0,2
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_MIRROR_20934_v5_id_22850.csv,1f80055a28bc0082cd99536b9f576583,5000cf8361617307535cfdfad6dcde7e,"18604:I->E,22850:I->E",2,0,2
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_MMD_1_E2I_id_23547.csv,1f80055a28bc0082cd99536b9f576583,decf09458f577ffa2afd3f8415368102,"18604:I->E,23547:E->I,24005:E->I",3,2,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_NEW_1_first_records_E2I_id_18524.csv,1f80055a28bc0082cd99536b9f576583,d450277ee37131a9a361e7b8217ddd9b,"18524:E->I,18604:I->E",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_PATTERN34_1_E2I_id_18834.csv,1f80055a28bc0082cd99536b9f576583,5484aceb43d3137ea8723ca84f7f3cf8,"18604:I->E,18834:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_PATTERN34_2_E2I_id_18934.csv,1f80055a28bc0082cd99536b9f576583,86e81983055a7b2f799ff65bbce01443,"18604:I->E,18934:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_PATTERN34_3_E2I_id_19034.csv,1f80055a28bc0082cd99536b9f576583,0ab085a63105d9c172d04411bf076b86,"18604:I->E,19034:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_PATTERN34_5_E2I_id_19234.csv,1f80055a28bc0082cd99536b9f576583,1a771e3b233778fbbb180046a87fab51,"18604:I->E,19234:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_SEQ_1_I2E_id_18566.csv,1f80055a28bc0082cd99536b9f576583,8b3f163b12d2b255b616b9819b0283c6,"18566:I->E,18604:I->E",2,0,2
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_UNCERTAINTY_5_toI_id_24005.csv,1f80055a28bc0082cd99536b9f576583,27f2c7386d8937aa6dc591092c968281,"18604:I->E,24005:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_VERIFIED_BASELINE_0.000162_1_E2I_id_22040.csv,1f80055a28bc0082cd99536b9f576583,a739491331d3d64c5ed9baade7472f67,"18604:I->E,22040:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_VERIFIED_BASELINE_0.000308_1_E2I_id_21890.csv,1f80055a28bc0082cd99536b9f576583,ddc8d209dde7acae87416dba5a800b63,"18604:I->E,21890:E->I",2,1,1
flip_CORRECTED_DISAGREEMENT_1_E2I_id_18604.csv,flip_VERIFIED_BASELINE_0.000977_1_E2I_id_19065.csv,1f80055a28bc0082cd99536b9f576583,6ecfdf408bfc736735f8dc474e4fc67d,"18604:I->E,19065:E->I",2,1,1
